epoch,train_loss,val_loss,val_multi,rmse_temp,mae_temp,mse_power,r2_temp,val_rollout_windows,val_rollout_h2_rmse,val_rollout_h4_rmse,val_rollout_rmse,val_rollout_weighted_rmse,val_rollout_h2_weight,val_rollout_h4_weight
1,1.445943348986261,0.1846783889664544,0.277099577916993,0.20293728701301586,0.16641902923583984,0.03889789432287216,0.9654956196450121,256.0,0.35990650784282924,0.6275783300648642,0.49374241895384674,0.49374241895384674,0.5,0.5
2,0.32437047581462297,0.14778561062282985,0.2258208774858051,0.18129209695490411,0.15083709359169006,0.014733018353581429,0.9724635311396761,256.0,0.31874881830285845,0.576254717383663,0.4475017678432607,0.4475017678432607,0.5,0.5
3,0.2799264558536165,0.08003931409782833,0.11819067349036534,0.14209851503950297,0.10540162026882172,0.010819690302014351,0.9830827556689549,256.0,0.23924083205843963,0.41943145506274604,0.3293361435605928,0.3293361435605928,0.5,0.5
4,0.26355913500575456,0.18076058311594856,0.28036951025327045,0.20034920894663225,0.1640264391899109,0.007497329730540514,0.9663700840014219,256.0,0.36302375054263003,0.6501434428251764,0.5065835966839032,0.5065835966839032,0.5,0.5
5,0.2592126475099255,0.11975076049566269,0.18321319255563948,0.1660487983321565,0.1370731145143509,0.005425926763564348,0.9768994676104243,256.0,0.28926312735340787,0.5228375462015967,0.4060503367775023,0.4060503367775023,0.5,0.5
6,0.24339675048694892,0.13281767898135716,0.20330648372570673,0.17488172634316596,0.13117298483848572,0.004386101383715868,0.9743764450465108,256.0,0.30960520644431366,0.5435663604709974,0.4265857834576555,0.4265857834576555,0.5,0.5
7,0.2390227227964822,0.12391344789001676,0.1886860786212815,0.17058323811954076,0.13221564888954163,0.003953070379793644,0.9756205878100247,256.0,0.3011429821424583,0.5239670782424135,0.4125550301924359,0.4125550301924359,0.5,0.5
8,0.2301955586847137,0.14065878258811104,0.21610819962289599,0.1790251861260465,0.15007370710372925,0.003805637825280428,0.9731478661347107,256.0,0.3152207482355075,0.5662538420337782,0.4407372951346428,0.4407372951346428,0.5,0.5
9,0.236602461513351,0.10924457924233542,0.1658545947737164,0.16214560483049434,0.13007012009620667,0.003716330975294113,0.977972719849108,256.0,0.28513449875346575,0.4977551301946287,0.3914448144740472,0.3914448144740472,0.5,0.5
10,0.22691927696852124,0.1398712694644928,0.21370216376251644,0.18051685831485173,0.13879325985908508,0.003635547822341323,0.9726985272464294,256.0,0.3213965838669659,0.5591429308982525,0.4402697573826092,0.4402697573826092,0.5,0.5
11,0.21754544776152163,0.11139211927851041,0.1693039702044593,0.16321180819963502,0.1356685608625412,0.0036530012730509043,0.9776820812192872,256.0,0.2837579154131518,0.5040304989015023,0.39389420715732704,0.39389420715732704,0.5,0.5
12,0.21684935535578168,0.09695449181728893,0.14612850132915708,0.15390764710232743,0.11680503934621811,0.0035425559617578983,0.9801540941581844,256.0,0.2677459985698408,0.46351510022796244,0.3656305493989016,0.3656305493989016,0.5,0.5
13,0.2074193492093507,0.14224051766925389,0.2169079085191091,0.18195662135183702,0.1411953717470169,0.0033641792833805084,0.9722612890999178,256.0,0.3226276341016016,0.5594259916543197,0.44102681287796064,0.44102681287796064,0.5,0.5
14,0.2032347555984469,0.13530749579270682,0.20732531034284168,0.1781619974663612,0.14730948209762573,0.003241069847717881,0.9734061833997699,256.0,0.3142385040086953,0.561343839120584,0.43779117156463965,0.43779117156463965,0.5,0.5
15,0.20018994391841047,0.09940197070439656,0.14976599398586485,0.15587450446407228,0.112356036901474,0.0031556382309645414,0.9796436129522409,256.0,0.2718305172353467,0.466480035997031,0.36915527661618885,0.36915527661618885,0.5,0.5
16,0.1949312712120659,0.15073638243807685,0.23100662893719143,0.18675076278086464,0.1424383670091629,0.002923795720562339,0.9707803313881934,256.0,0.3346836263134818,0.5829967823352578,0.4588402043243698,0.4588402043243698,0.5,0.5
17,0.1985124798820299,0.12601130455732346,0.19265642927752602,0.17084306092207907,0.14093388617038727,0.0029261275194585323,0.9755462644870858,256.0,0.30097322591445147,0.5301463942752669,0.4155598100948592,0.4155598100948592,0.5,0.5
18,0.1960066530634375,0.10023459667960803,0.15117663641770682,0.15726346714189937,0.12904870510101318,0.003067110665142536,0.9792792150044614,256.0,0.27297761058676967,0.47466408653773245,0.37382084856225106,0.37382084856225106,0.5,0.5
19,0.19266608072554364,0.1671032499935892,0.2563474227984746,0.19628929973227366,0.16161185503005981,0.0025459888856858015,0.967719237628686,256.0,0.35385596580478745,0.615032650645792,0.4844443082252897,0.4844443082252897,0.5,0.5
20,0.1855412824627231,0.08834007837706143,0.13216924336221483,0.14919953746839015,0.11550839245319366,0.0026211366057395935,0.9813497145884861,256.0,0.256723650061506,0.44035044350898883,0.34853704678524744,0.34853704678524744,0.5,0.5
21,0.1799016093068263,0.08822518918249342,0.1324390023946762,0.14817750899438667,0.11807574331760406,0.0024813679046928883,0.9816043509004078,256.0,0.25464899987789696,0.4415169799651382,0.3480829899215176,0.3480829899215176,0.5,0.5
22,0.1830588452079717,0.20344647185670006,0.31254257758458454,0.21649187989787974,0.16915926337242126,0.0022099209018051624,0.9607324543483371,256.0,0.3919733926185897,0.6789063338747311,0.5354398632466604,0.5354398632466604,0.5,0.5
23,0.1727833855239784,0.08670723127822082,0.12943006720807818,0.14752483878075964,0.10837405920028687,0.0020382788497954607,0.9817660472488157,256.0,0.25463445678759816,0.4323980963687995,0.34351627657819883,0.34351627657819883,0.5,0.5
24,0.17375619775232146,0.07812266341514057,0.11636002527342902,0.14183580163745893,0.10945629328489304,0.0018855532398447394,0.9831452513001541,256.0,0.24192877374207966,0.41399666674513863,0.3279627202436092,0.3279627202436092,0.5,0.5
25,0.16315113446291754,0.11786482772893375,0.17972110791338813,0.16629967231587742,0.13699859380722046,0.0017104785656556487,0.9768296115650265,256.0,0.2931130658130708,0.5110894143090832,0.40210124006107695,0.40210124006107695,0.5,0.5
26,0.1826885160716141,0.08942757381333245,0.13403457154830298,0.15122876144286923,0.11660569906234741,0.0016805438790470362,0.9808389498879758,256.0,0.26234664212349473,0.44973663790768287,0.3560416400155888,0.3560416400155888,0.5,0.5
27,0.16604593461927245,0.12015819797913234,0.18213145600424874,0.17043033250874204,0.12676407396793365,0.001639458118006587,0.9756642743227593,256.0,0.3013697900060143,0.5174050844321413,0.4093874372190778,0.4093874372190778,0.5,0.5
28,0.16723551403950243,0.11787855335407788,0.17894016289048725,0.16880788340182404,0.14151838421821594,0.0015066876076161861,0.9761254065850169,256.0,0.29694485345126387,0.5159337345193551,0.4064392939853095,0.4064392939853095,0.5,0.5
29,0.16143211612806602,0.11969276145100594,0.18080991175439623,0.17085840573796862,0.12628769874572754,0.0014550951309502125,0.975541871813378,256.0,0.30183496275021865,0.5138395765416656,0.40783726964594214,0.40783726964594214,0.5,0.5
30,0.16017262571874788,0.11371851629681057,0.17222347027725643,0.1669127459377053,0.139617457985878,0.0013831180986016989,0.9766584584347028,256.0,0.29246844077304107,0.5077045958850003,0.40008651832902065,0.40008651832902065,0.5,0.5
31,0.15878592245280743,0.11129623072014914,0.16717061483197743,0.16674968333300044,0.12262829393148422,0.0013222680427134037,0.9767040428689577,256.0,0.29277964690712627,0.4942080062030405,0.39349382655508336,0.39349382655508336,0.5,0.5
32,0.15761967047172434,0.13504123439391455,0.2030799405442344,0.1836559717780864,0.13362137973308563,0.0013209934113547206,0.9717407483130851,256.0,0.3254299136531572,0.5464709814287367,0.435950447540947,0.435950447540947,0.5,0.5
33,0.1539697864038103,0.11935415036148495,0.17918766041596731,0.17244925799626323,0.13330203294754028,0.0012484054313972592,0.975084295169818,256.0,0.30342583005219487,0.5116451751893567,0.40753550262077576,0.40753550262077576,0.5,0.5
34,0.15389778925215497,0.06156059023406771,0.08948188606235716,0.1309776981098606,0.09458431601524353,0.0011615093098953366,0.9856270731510605,256.0,0.21780666303732119,0.3649684172754703,0.29138754015639573,0.29138754015639573,0.5,0.5
35,0.15552123329218695,0.1327102565103107,0.19984685132900873,0.18160360225615893,0.14566589891910553,0.0011030202731490135,0.9723688200811587,256.0,0.31956155951640236,0.5452421885880354,0.43240187405221886,0.43240187405221886,0.5,0.5
36,0.15949367096318917,0.15164722088310453,0.22670669439766142,0.19600076522543963,0.14000646770000458,0.0010599542874842882,0.9678140710374902,256.0,0.34708229196887186,0.574045217394795,0.4605637546818334,0.4605637546818334,0.5,0.5
37,0.1563654986812788,0.09636321539680164,0.14286733170350394,0.1595316488707485,0.1221514344215393,0.0009770916076377034,0.9786771993712244,256.0,0.2745569271088695,0.46327006014228594,0.3689134936255777,0.3689134936255777,0.5,0.5
38,0.14902282221352353,0.16549407814939818,0.24570208291212717,0.20696909889273574,0.1507890820503235,0.0010007154196500778,0.9641109844346056,256.0,0.365356462715365,0.5963065376238802,0.4808315001696226,0.4808315001696226,0.5,0.5
39,0.14287098069839618,0.13350444411238035,0.19648592256837422,0.18928080518511872,0.13661858439445496,0.000894685392268002,0.9699832491118902,256.0,0.33110717850567545,0.536006012444407,0.4335565954750412,0.4335565954750412,0.5,0.5
40,0.14337030743413112,0.12897258003552756,0.19061575416061613,0.18460519652737145,0.14262709021568298,0.0008740000193938613,0.9714478805207237,256.0,0.32161625609947336,0.527863260393225,0.42473975824634913,0.42473975824634913,0.5,0.5
41,0.15063956084058566,0.16454843266142738,0.23855129960510466,0.21455736145846865,0.1486268788576126,0.0008342897635884583,0.9614310894061486,256.0,0.37297708655010486,0.5851693727395537,0.4790732296448293,0.4790732296448293,0.5,0.5
42,0.1400668522452607,0.15455436127053368,0.2218971960246563,0.21073125540420531,0.14317232370376587,0.0008034860948100686,0.9627943909043698,256.0,0.3628225388762723,0.5638775352846014,0.46335003708043687,0.46335003708043687,0.5,0.5
43,0.1526432565468199,0.17854242440727022,0.26360734634929234,0.2174081946923849,0.1693539172410965,0.0008186159539036453,0.9603993482324189,256.0,0.38080433407767567,0.6196266751460537,0.5002155046118647,0.5002155046118647,0.5,0.5
44,0.13558597851763754,0.1836115630964438,0.26447731753190357,0.22881505373384373,0.15111708641052246,0.0007091896259225905,0.9561348409261777,256.0,0.39588614418511564,0.6155135065310536,0.5056998253580847,0.5056998253580847,0.5,0.5
45,0.13423972324851682,0.15679802166091072,0.22526026434368557,0.2124014492673784,0.15933048725128174,0.0006999911856837571,0.9622022901205854,256.0,0.3623765076544173,0.5700973326901673,0.4662369201722923,0.4662369201722923,0.5,0.5
46,0.13804846585673444,0.31547308299276566,0.43174531393580967,0.3170487391619299,0.2090010941028595,0.0006774149369448423,0.9157824540763582,256.0,0.530857579101477,0.7691736676254513,0.6500156233634642,0.6500156233634642,0.5,0.5
47,0.12899750416331432,0.21215491079621845,0.284530612329642,0.2663796028391128,0.17671635746955872,0.0006395003292709589,0.9405499181055158,256.0,0.43349050568123115,0.6198115052221198,0.5266510054516755,0.5266510054516755,0.5,0.5
48,0.13870302784968824,0.3328642224272092,0.4037291382749875,0.3664630683165072,0.2297755926847458,0.0006223769159987569,0.8874848619874068,256.0,0.5525703343247282,0.7308299479275155,0.6417001411261218,0.6417001411261218,0.5,0.5
49,0.15298643620575175,0.24810280485285652,0.3382488406366772,0.28526202291180713,0.21825040876865387,0.0006285658455453813,0.931822910887623,256.0,0.4611163921175279,0.691788889437619,0.5764526407775734,0.5764526407775734,0.5,0.5
50,0.1497525241883362,0.23251816464795005,0.27973929999603164,0.30924033981598903,0.1906241625547409,0.0006115492433309555,0.9198796548259233,256.0,0.45972207828093287,0.6051259685860955,0.5324240234335141,0.5324240234335141,0.5,0.5
51,0.12826327815213623,0.34190966023339164,0.3846636207567321,0.3909960319800633,0.22843316197395325,0.0005745197995565832,0.871915901402929,256.0,0.550080018216674,0.6948822234251065,0.6224811208208902,0.6224811208208902,0.5,0.5
52,0.14400909337050774,0.6135390765137143,0.5467245926459631,0.5837354097442168,0.3330657482147217,0.0005424279952421784,0.7145154565784866,256.0,0.6681373054632428,0.8100541479474523,0.7390957267053475,0.7390957267053475,0.5,0.5
53,0.1531837247312069,0.40293660594357383,0.43654895159933305,0.43602246034257786,0.27214515209198,0.000541101093403995,0.8407174257945176,256.0,0.5776744739275873,0.7532373296744543,0.6654559018010209,0.6654559018010209,0.5,0.5
54,0.1368177058723043,0.2696426221066051,0.3096842947933409,0.3433528144391935,0.22160322964191437,0.0005451052566058934,0.9012284756604858,256.0,0.4678272568527192,0.6344553963939883,0.5511413266233538,0.5511413266233538,0.5,0.5
55,0.13124840323101072,0.39762501915295917,0.42065134313371444,0.43865083149738004,0.25157058238983154,0.0005320634227246046,0.838791309993333,256.0,0.5770918899033274,0.7371323326536516,0.6571121112784895,0.6571121112784895,0.5,0.5
