epoch,train_loss,val_loss,val_multi,rmse_temp,mae_temp,mse_power,r2_temp,val_rollout_windows,val_rollout_h2_rmse,val_rollout_h4_rmse,val_rollout_rmse,val_rollout_weighted_rmse,val_rollout_h2_weight,val_rollout_h4_weight
1,9.059622406959534,0.7623973257011838,1.2091107765833538,0.398993422191102,0.33482658863067627,0.025250142440199852,0.866622681838592,256.0,0.7518125009607689,1.3738941369199535,1.0628533189403613,1.0628533189403613,0.5,0.5
2,0.9993638597867068,0.7912840363052156,1.201925449901157,0.41597573890572265,0.3203692138195038,0.01324012503027916,0.855027193038141,256.0,0.7534879985845943,1.2705097963709306,1.0119988974777625,1.0119988974777625,0.5,0.5
3,0.6910726559512755,0.832999759250217,1.249937309159173,0.43690603672614736,0.35786113142967224,0.010197378695011139,0.8400712252949394,256.0,0.7806385952645731,1.2955462667570388,1.038092431010806,1.038092431010806,0.5,0.5
4,0.8273455500602722,0.5265460958083471,0.785088472896152,0.34434143036060094,0.28396689891815186,0.008093075826764107,0.9006588724086872,256.0,0.6064381313319698,1.0043170667072727,0.8053775990196212,0.8053775990196212,0.5,0.5
5,0.6610658650889116,0.3897251486778259,0.5609149138132731,0.3273847267523675,0.2672428488731384,0.005899098236113787,0.9102018545776414,256.0,0.5597758285100086,0.8725151720717476,0.7161455002908781,0.7161455002908781,0.5,0.5
6,0.6785306422149434,0.44318274822500014,0.6322107977337308,0.36298413586039047,0.2816636264324188,0.004314759746193886,0.8896109996182692,256.0,0.6186430378461767,0.9530532862225926,0.7858481620343847,0.7858481620343847,0.5,0.5
7,0.6125522553920746,0.33733795914385056,0.47368761234813267,0.307587237640956,0.24436020851135254,0.003889970714226365,0.9207339642107145,256.0,0.5155151978198872,0.7765454213842842,0.6460303096020856,0.6460303096020856,0.5,0.5
8,0.7638040263863171,0.45965711606873405,0.6363515026039548,0.36565409732032045,0.3092958629131317,0.003778320038691163,0.8879810670038001,256.0,0.6063540808086121,0.8936190918358099,0.749986586322211,0.749986586322211,0.5,0.5
9,0.6993717770366108,0.3813423249456618,0.49692381421724957,0.35681143991349945,0.2965420186519623,0.00354903400875628,0.8933334921702853,256.0,0.5668935677655204,0.779431912566975,0.6731627401662477,0.6731627401662477,0.5,0.5
10,0.549734461833449,0.40463517440689933,0.5292680975463655,0.3739191811378349,0.29611659049987793,0.003550611436367035,0.8828597824179605,256.0,0.595487561946539,0.8225279734334413,0.7090077676899902,0.7090077676899902,0.5,0.5
