r_time,r_sev,m_s,violation_pct,rmse_center_c,rmse_22_c,mean_power_w,energy_kwh,within_band_pct,t_min_c,t_max_c,t_mean_c,controller,scenario,label,start_day_index,start_time_sec,duration_days,step_sec,daily_mean_t_amb_c
0.046875,0.039774036794933444,0.08664903679493344,4.6875,0.7949529683997808,0.7949529683997808,908.5597073204914,305.2760616596851,95.3125,21.008481106961085,24.954576883078403,22.921313925506713,thermostatic,peak_heat_window,Peak heat window,3,259200.0,14,900,-24.4
0.023809523809523808,0.017256737864009608,0.041066261673533416,2.380952380952381,0.633169492309164,0.633169492309164,1050.0094443598514,352.80317330491005,97.61904761904762,21.248498934422287,24.41416170873623,22.68269424040555,thermostatic,typical_heat_window,Typical heat window,37,3196800.0,14,900,2.4
