epoch,train_loss,train_rmse_temp,val_loss,val_rmse_temp,loss_power_train,loss_power_val,loss_c_prior_train,loss_c_prior_val,loss_temp_reg_train,loss_temp_reg_val,loss_rollout_train,loss_rollout_val,loss_rollout_val_teacher,loss_rollout_val_mixed,rollout_rmse_train,rollout_rmse_val,rollout_rmse_val_teacher,rollout_rmse_val_mixed,loss_rollout_val_free,rollout_rmse_val_free,rollout_free_run_ratio,selection_metric,selection_metric_name,c_zon_j_per_k,temp_scale,temp_bias_c,power_scale,power_bias_w,backbone_lr,calib_lr
11,0.11195778020191938,0.2384976940229535,0.08858713135123253,0.21900145709514618,0.09100538305938244,0.06715139746665955,0.002440392505377531,0.002440392505377531,0.00019830363225992187,0.00019927133689634502,0.08813836082117632,0.07780864834785461,0.04806968569755554,0.07780864834785461,0.28934311866760254,0.2789420187473297,0.2192479968070984,0.2789420187473297,1.0790202617645264,1.0387589931488037,0.028846153846153848,1.0387589931488037,val_rollout_rmse_free,441269.40625,1.004945993423462,-0.012698834761977196,1.0190880298614502,0.16644006967544556,0.0,0.0005
12,0.1145364762051031,0.23576051136478782,0.09106390923261642,0.222089022397995,0.09019385860301554,0.06714925915002823,0.002440392505377531,0.002440392505377531,0.0002010669422816136,0.0002027229347731918,0.09494480665307492,0.08003807067871094,0.04938068985939026,0.08003807067871094,0.3005572119727731,0.282910019159317,0.22221766412258148,0.282910019159317,0.846472442150116,0.9200393557548523,0.038461538461538464,0.9200393557548523,val_rollout_rmse_free,441269.40625,1.0061198472976685,-0.010605581104755402,1.0193713903427124,0.17775577306747437,0.0,0.0005
13,0.12219297408591956,0.2365874401293695,0.09153245016932487,0.22079595923423767,0.08990402752533555,0.06714987754821777,0.002440392505377531,0.002440392505377531,0.0002031594322033925,0.00020345626398921013,0.1089871566509828,0.08212049305438995,0.04878082871437073,0.08212049305438995,0.3208617242053151,0.28656673431396484,0.22086381912231445,0.28656673431396484,0.7422459125518799,0.8615369200706482,0.04807692307692308,0.8615369200706482,val_rollout_rmse_free,441269.40625,1.0056750774383545,-0.010026593692600727,1.0191138982772827,0.18752191960811615,0.0,0.0005
14,0.11583659797906876,0.23448792612180114,0.095025185495615,0.21330974996089935,0.08902045176364481,0.06714942306280136,0.002440392505377531,0.002440392505377531,0.00020396257559696096,0.00020445285190362483,0.09939254133496433,0.09560550004243851,0.04556526988744736,0.09560550004243851,0.30661229183897376,0.3092013895511627,0.21346023678779602,0.3092013895511627,0.9129292368888855,0.9554733037948608,0.057692307692307696,0.9554733037948608,val_rollout_rmse_free,441269.40625,1.0042282342910767,-0.010332215577363968,1.0190660953521729,0.19796815514564514,0.0,0.0005
15,0.11741727963089943,0.2379030166193843,0.09295929595828056,0.21633589267730713,0.08785856247413903,0.0671510100364685,0.002440392505377531,0.002440392505377531,0.00020588502320606494,0.000206377066206187,0.10201439214870334,0.08887326717376709,0.0467899814248085,0.08887326717376709,0.3138189190067351,0.29811620712280273,0.21630991995334625,0.29811620712280273,0.6720272898674011,0.8197727203369141,0.0673076923076923,0.8197727203369141,val_rollout_rmse_free,441269.40625,1.0047637224197388,-0.00894935429096222,1.0186299085617065,0.2063259780406952,0.0,0.0005
16,0.14519524108618498,0.24407176906242967,0.09615328907966614,0.22316265106201172,0.08701792650390416,0.06714804470539093,0.002440392505377531,0.002440392505377531,0.0002084974057652289,0.00021115972776897252,0.11563281447160989,0.08926007151603699,0.049679018557071686,0.08926007151603699,0.32379483291879296,0.2987642288208008,0.22288790345191956,0.2987642288208008,0.5642326474189758,0.7511541843414307,0.07692307692307693,0.7511541843414307,val_rollout_rmse_free,441269.40625,1.0055595636367798,-0.007234088145196438,1.019059658050537,0.2191438525915146,0.0,0.0005
17,0.12099079566542059,0.23128288006410003,0.0898221842944622,0.21182909607887268,0.08745116041973233,0.0671510323882103,0.002440392505377531,0.002440392505377531,0.0002108062244587927,0.00021115942217875272,0.1083859505597502,0.08645795285701752,0.04476308450102806,0.08645795285701752,0.3237731787376106,0.2940373420715332,0.21157288551330566,0.2940373420715332,0.5265704393386841,0.725651741027832,0.08653846153846154,0.725651741027832,val_rollout_rmse_free,441269.40625,1.004210352897644,-0.007995161227881908,1.0183542966842651,0.2263617217540741,0.0,0.0005
18,0.1178921777755022,0.23424396384507418,0.09242220222949982,0.21724358201026917,0.08921124576590955,0.06714486330747604,0.002440392505377531,0.002440392505377531,0.0002129272761521861,0.00021493478561751544,0.10511113074608147,0.08701109141111374,0.04699047654867172,0.08701109141111374,0.31756820948794484,0.2949764132499695,0.2167728692293167,0.2949764132499695,0.46320486068725586,0.6805915236473083,0.09615384615384616,0.6805915236473083,val_rollout_rmse_free,441269.40625,1.004746675491333,-0.006930554285645485,1.0194787979125977,0.23619768023490906,0.0,0.0005
19,0.11926262965425849,0.23346174973994493,0.09058624878525734,0.20943757891654968,0.08742694114334881,0.06715092808008194,0.002440392505377531,0.002440392505377531,0.00021541889418585924,0.00021614530123770237,0.10803875944111496,0.09000057727098465,0.04369416832923889,0.09000057727098465,0.3211221732199192,0.30000096559524536,0.20903150737285614,0.30000096559524536,0.48150020837783813,0.6939021348953247,0.10576923076923077,0.6939021348953247,val_rollout_rmse_free,441269.40625,1.0036476850509644,-0.007287850137799978,1.0181143283843994,0.24574047327041626,0.0,0.0005
20,0.13490370684303343,0.24220636021345854,0.09093063324689865,0.20793341100215912,0.08950806385837495,0.06714296340942383,0.002440392505377531,0.002440392505377531,0.00021769664317616844,0.00021807356097269803,0.11903404572512954,0.0919446125626564,0.04305056482553482,0.0919446125626564,0.33551360201090574,0.30322369933128357,0.20748630166053772,0.30322369933128357,0.46679896116256714,0.6832268834114075,0.11538461538461539,0.6832268834114075,val_rollout_rmse_free,441269.40625,1.003307580947876,-0.007163679227232933,1.0196253061294556,0.2540900409221649,0.0,0.0005
21,0.11501693923491985,0.22924525709822774,0.0913238525390625,0.20924122631549835,0.08725606871303171,0.06714939326047897,0.002440392505377531,0.002440392505377531,0.00021914667240707786,0.0002197316789533943,0.10230034508276731,0.09163988381624222,0.04353751242160797,0.09163988381624222,0.31415109569206834,0.3027208149433136,0.208656445145607,0.3027208149433136,0.42835646867752075,0.6544894576072693,0.125,0.6544894576072693,val_rollout_rmse_free,441269.40625,1.0030430555343628,-0.006801334675401449,1.0181879997253418,0.26336827874183655,0.0,0.0005
22,0.12068812071811408,0.22880822513252497,0.09397510439157486,0.2121245563030243,0.08840017672628164,0.06714193522930145,0.002440392505377531,0.002440392505377531,0.00022082621489971643,0.00022183306282386184,0.11377437377814204,0.09451219439506531,0.04470367729663849,0.09451219439506531,0.3285571108572185,0.30742835998535156,0.21143244206905365,0.30742835998535156,0.41470974683761597,0.6439796090126038,0.1346153846153846,0.6439796090126038,val_rollout_rmse_free,441269.40625,1.0027861595153809,-0.006256882566958666,1.0195646286010742,0.2740491032600403,0.0,0.0005
23,0.11902723996900022,0.22573226084932685,0.09069056436419487,0.2070029377937317,0.08658646664116532,0.06714412569999695,0.002440392505377531,0.002440392505377531,0.00022281436076809769,0.0002239530731458217,0.11327758058905602,0.09223621338605881,0.04254021495580673,0.09223621338605881,0.32913949014618993,0.3037041425704956,0.2062527984380722,0.3037041425704956,0.38709914684295654,0.6221729516983032,0.14423076923076922,0.6221729516983032,val_rollout_rmse_free,441269.40625,1.0015636682510376,-0.006855977699160576,1.018966555595398,0.2852590084075928,0.0,0.0005
24,0.12990076013375074,0.2339196759276092,0.09481808170676231,0.20792560279369354,0.08847917662933469,0.06714578717947006,0.002440392505377531,0.002440392505377531,0.0002249869003208005,0.00022617513604927808,0.1241439557634294,0.09972542524337769,0.04294143617153168,0.09972542524337769,0.34444962721318007,0.31579333543777466,0.20722316205501556,0.31579333543777466,0.41203731298446655,0.6419013142585754,0.15384615384615385,0.6419013142585754,val_rollout_rmse_free,441269.40625,1.000869631767273,-0.00671189883723855,1.0184707641601562,0.29687774181365967,0.0,0.0005
25,0.12059333850629628,0.22606351040303707,0.08995477855205536,0.2017095983028412,0.08762703952379525,0.06713992357254028,0.002440392505377531,0.002440392505377531,0.00022787430998505442,0.0002293723082402721,0.1162773905089125,0.09509101510047913,0.04034079611301422,0.09509101510047913,0.3364332662895322,0.3083683252334595,0.20085018873214722,0.3083683252334595,0.37528330087661743,0.6126037240028381,0.16346153846153846,0.6126037240028381,val_rollout_rmse_free,441269.40625,1.0003621578216553,-0.006650353781878948,1.0195149183273315,0.30808404088020325,0.0,0.0005
26,0.12205595162231475,0.22483621956780553,0.09855934605002403,0.214198037981987,0.08875441283453256,0.0671449527144432,0.002440392505377531,0.002440392505377531,0.0002302261468685174,0.0002314081066288054,0.11960558011196554,0.10191202163696289,0.04545719549059868,0.10191202163696289,0.3412837851792574,0.3192366361618042,0.2132069319486618,0.3192366361618042,0.3716406226158142,0.609623372554779,0.17307692307692307,0.609623372554779,val_rollout_rmse_free,441269.40625,1.0007179975509644,-0.005929767154157162,1.0183368921279907,0.31929758191108704,0.0,0.0005
27,0.12648019497282803,0.22542038327082992,0.10446412861347198,0.22121573984622955,0.08767479099333286,0.06714190542697906,0.002440392505377531,0.002440392505377531,0.00023275810463019297,0.00023367980611510575,0.12825100822374225,0.10761014372110367,0.048406995832920074,0.10761014372110367,0.35130202770233154,0.32803985476493835,0.22001589834690094,0.32803985476493835,0.3724663257598877,0.6103001832962036,0.18269230769230768,0.6103001832962036,val_rollout_rmse_free,441269.40625,1.0002193450927734,-0.005588594824075699,1.0187957286834717,0.3313370943069458,0.0,0.0005
28,0.12402770109474659,0.22521042497828603,0.09381334856152534,0.20914705097675323,0.08883204916492105,0.06714402139186859,0.002440392505377531,0.002440392505377531,0.00023517900854130858,0.00023658938880544156,0.12314213020727038,0.09669619798660278,0.0432703010737896,0.09669619798660278,0.3461806997656822,0.3109601140022278,0.20801514387130737,0.3109601140022278,0.32108497619628906,0.5666435956954956,0.19230769230769232,0.5666435956954956,val_rollout_rmse_free,441269.40625,0.999322235584259,-0.006063558626919985,1.0182398557662964,0.3406570553779602,0.0,0.0005
29,0.123718096408993,0.22529147006571293,0.10016123577952385,0.21134436130523682,0.09136652888264507,0.06713603436946869,0.002440392505377531,0.002440392505377531,0.00023761480952089187,0.00023830389545764774,0.12346566747874022,0.10754376649856567,0.04424557834863663,0.10754376649856567,0.34530469961464405,0.32793867588043213,0.21034632623195648,0.32793867588043213,0.35772234201431274,0.5980989336967468,0.20192307692307693,0.5980989336967468,val_rollout_rmse_free,441269.40625,0.9990357756614685,-0.006021060980856419,1.019737720489502,0.35031720995903015,0.0,0.0005
30,0.12446848815307021,0.22456930624321103,0.09851392358541489,0.20852993428707123,0.08825012505985796,0.06713951379060745,0.002440392505377531,0.002440392505377531,0.00023970625625224784,0.00024092081002891064,0.12303307349793613,0.10661240667104721,0.04307449609041214,0.10661240667104721,0.3441253355704248,0.3265155553817749,0.2075439691543579,0.3265155553817749,0.34343552589416504,0.5860337018966675,0.21153846153846154,0.5860337018966675,val_rollout_rmse_free,441269.40625,0.998713493347168,-0.005815175827592611,1.0188761949539185,0.36154282093048096,0.0,0.0005
31,0.1248416427988559,0.2279988555237651,0.09368439391255379,0.20612871646881104,0.08863021316938102,0.06714111566543579,0.002440392505377531,0.002440392505377531,0.00024203441716963425,0.00024337598006241024,0.12521359196398407,0.09894455969333649,0.04201124235987663,0.09894455969333649,0.34882929595187306,0.3145545423030853,0.2049664407968521,0.3145545423030853,0.2994488775730133,0.5472192168235779,0.22115384615384615,0.5472192168235779,val_rollout_rmse_free,441269.40625,0.9983670711517334,-0.0057871341705322266,1.0183902978897095,0.37332919239997864,0.0,0.0005
32,0.12683862796984613,0.22333233105018735,0.09819309785962105,0.20990991592407227,0.0878499646205455,0.06713704019784927,0.002440392505377531,0.002440392505377531,0.0002452029989399307,0.000246818526647985,0.13023976422846317,0.10481534898281097,0.043583810329437256,0.10481534898281097,0.35554273799061775,0.3237519860267639,0.2087673544883728,0.3237519860267639,0.3089204728603363,0.5558061599731445,0.23076923076923078,0.5558061599731445,val_rollout_rmse_free,441269.40625,0.9975879192352295,-0.005985712632536888,1.0190484523773193,0.386151522397995,0.0,0.0005
33,0.12440839083865285,0.2265758654102683,0.09695965051651001,0.20676809549331665,0.090168422088027,0.06713306903839111,0.002440392505377531,0.002440392505377531,0.0002482883519405732,0.00024981051683425903,0.12570394109934568,0.10496637225151062,0.04229719936847687,0.10496637225151062,0.348663198761642,0.32398512959480286,0.2056628316640854,0.32398512959480286,0.3030009865760803,0.5504552721977234,0.2403846153846154,0.5504552721977234,val_rollout_rmse_free,441269.40625,0.9972620606422424,-0.005996636115014553,1.0196744203567505,0.39978742599487305,0.0,0.0005
34,0.12617511814460158,0.21853363187983632,0.10755707696080208,0.2165546417236328,0.08731907361652702,0.06713349372148514,0.002440392505377531,0.002440392505377531,0.00025109607213380514,0.00025171448942273855,0.12936179712414742,0.1178753674030304,0.04638734459877014,0.1178753674030304,0.35400419402867556,0.3433298170566559,0.21537721157073975,0.3433298170566559,0.33233943581581116,0.5764889121055603,0.25,0.5764889121055603,val_rollout_rmse_free,441269.40625,0.9976555705070496,-0.005289701744914055,1.0194045305252075,0.4133516848087311,0.0,0.0005
35,0.12617365014739335,0.22298155585303903,0.09557026252150536,0.2004522979259491,0.08909857284743339,0.06712990254163742,0.002440392505377531,0.002440392505377531,0.0002534337036195211,0.0002547022304497659,0.12833305925596505,0.10733095556497574,0.03977078199386597,0.10733095556497574,0.35205348394811153,0.32761403918266296,0.19942612946033478,0.32761403918266296,0.3000025451183319,0.5477249026298523,0.25961538461538464,0.5477249026298523,val_rollout_rmse_free,441269.40625,0.9964492321014404,-0.00617273198440671,1.0200104713439941,0.42281195521354675,0.0,0.0005
36,0.12952684832271188,0.22447673976421356,0.09989611059427261,0.20808833837509155,0.08809920470230281,0.06713210046291351,0.002440392505377531,0.002440392505377531,0.0002547462381699006,0.0002556468534749001,0.1354149137623608,0.1097434014081955,0.042818810790777206,0.1097434014081955,0.3610895285382867,0.33127540349960327,0.20692706108093262,0.33127540349960327,0.2913958728313446,0.5398109555244446,0.2692307692307692,0.5398109555244446,val_rollout_rmse_free,441269.40625,0.9966941475868225,-0.005694938357919455,1.0194205045700073,0.4332009255886078,0.0,0.0005
37,0.13710712152533233,0.23334697913378477,0.09745022654533386,0.2060471922159195,0.09010355290956795,0.06713280826807022,0.002440392505377531,0.002440392505377531,0.0002568774107203353,0.0002581136650405824,0.13765014871023595,0.10654206573963165,0.041964154690504074,0.10654206573963165,0.3658866863697767,0.3264078199863434,0.20485153794288635,0.3264078199863434,0.27355390787124634,0.523023784160614,0.27884615384615385,0.523023784160614,val_rollout_rmse_free,441269.40625,0.9963394999504089,-0.00578240305185318,1.0191354751586914,0.4434669017791748,0.0,0.0005
38,0.1256899549625814,0.22729795891791582,0.09958960860967636,0.20521409809589386,0.08782609004992992,0.06712983548641205,0.002440392505377531,0.002440392505377531,0.0002591920183476759,0.00026032014284282923,0.12808253010734916,0.11150582879781723,0.04165841266512871,0.11150582879781723,0.35433454625308514,0.33392488956451416,0.20410393178462982,0.33392488956451416,0.28379613161087036,0.5327252149581909,0.28846153846153844,0.5327252149581909,val_rollout_rmse_free,441269.40625,0.9963364601135254,-0.005661661736667156,1.019577980041504,0.45577841997146606,0.0,0.0005
39,0.13087895209901035,0.22649319283664227,0.10309863463044167,0.2123975157737732,0.08744518272578716,0.06713943928480148,0.002440392505377531,0.002440392505377531,0.00026211150907329284,0.00026393411098979414,0.13946623564697802,0.11252401769161224,0.04456060379743576,0.11252401769161224,0.3676533019170165,0.33544600009918213,0.21109382808208466,0.33544600009918213,0.27256688475608826,0.5220794081687927,0.2980769230769231,0.5220794081687927,val_rollout_rmse_free,441269.40625,0.9957605600357056,-0.005749598611146212,1.0174484252929688,0.468501478433609,0.0,0.0005
40,0.1329606797080487,0.22191827651113272,0.1014689952135086,0.20574136078357697,0.08737102767918259,0.06713107228279114,0.002440392505377531,0.002440392505377531,0.0002652738085089368,0.000266221264610067,0.143341833492741,0.11483079195022583,0.0418776199221611,0.11483079195022583,0.37342676892876625,0.3388669192790985,0.2046402245759964,0.3388669192790985,0.2789754271507263,0.528181254863739,0.3076923076923077,0.528181254863739,val_rollout_rmse_free,441269.40625,0.9959084391593933,-0.005501223728060722,1.018988847732544,0.48065996170043945,0.0,0.0005
41,0.13240930857136846,0.22489583864808083,0.09943493828177452,0.20636941492557526,0.08785103738773614,0.06713087111711502,0.002440392505377531,0.002440392505377531,0.00026821583560376894,0.00027018573018722236,0.14195952890440822,0.11024466156959534,0.042104121297597885,0.11024466156959534,0.37074439600110054,0.33203110098838806,0.20519289374351501,0.33203110098838806,0.25685006380081177,0.5068037509918213,0.3173076923076923,0.5068037509918213,val_rollout_rmse_free,441269.40625,0.9952293038368225,-0.005880292505025864,1.0188627243041992,0.49309971928596497,0.0,0.0005
42,0.14030640828423202,0.23148875450715423,0.10731753334403038,0.21127304434776306,0.0869324515806511,0.06712722778320312,0.002440392505377531,0.002440392505377531,0.0002712154655455379,0.0002715763112064451,0.14514092868193984,0.12191374599933624,0.044153016060590744,0.12191374599933624,0.3740168148651719,0.3491614758968353,0.21012619137763977,0.3491614758968353,0.2820093631744385,0.5310455560684204,0.3269230769230769,0.5310455560684204,val_rollout_rmse_free,441269.40625,0.9956300258636475,-0.005337740760296583,1.019450306892395,0.5046266317367554,0.0,0.0005
43,0.1317150997929275,0.22190481331199408,0.10161349549889565,0.21087434887886047,0.08873245876748115,0.06713090091943741,0.002440392505377531,0.002440392505377531,0.0002730730757320998,0.0002739852061495185,0.14116207580082119,0.11084216833114624,0.04390161484479904,0.11084216833114624,0.3713854542002082,0.33292967081069946,0.2095271199941635,0.33292967081069946,0.2428106963634491,0.49275824427604675,0.33653846153846156,0.49275824427604675,val_rollout_rmse_free,441269.40625,0.9953244924545288,-0.00551609555259347,1.018567442893982,0.5144007802009583,0.0,0.0005
44,0.13205068022944033,0.22658211598172784,0.10166756808757782,0.2013181447982788,0.08667717268690467,0.06712932884693146,0.002440392505377531,0.002440392505377531,0.00027528110058483435,0.00027607742231339216,0.14034278853796422,0.11882810294628143,0.04013092815876007,0.11882810294628143,0.37146459985524416,0.34471452236175537,0.2003270536661148,0.34471452236175537,0.2674783170223236,0.5171830654144287,0.34615384615384615,0.5171830654144287,val_rollout_rmse_free,441269.40625,0.9949601292610168,-0.005777429789304733,1.0187580585479736,0.5240345597267151,0.0,0.0005
45,0.13221295876428485,0.2232841677032411,0.10462448373436928,0.21155834197998047,0.08825933723710477,0.0671277791261673,0.002440392505377531,0.002440392505377531,0.00027571150712901726,0.00027595891151577234,0.1428393698297441,0.11628609150648117,0.04419400915503502,0.11628609150648117,0.37474982999265194,0.3410074710845947,0.2102237194776535,0.3410074710845947,0.24683122336864471,0.4968211054801941,0.3557692307692308,0.4968211054801941,val_rollout_rmse_free,441269.40625,0.9959678649902344,-0.004854634404182434,1.0189218521118164,0.5353650450706482,0.0,0.0005
46,0.13378938916139305,0.22401680424809456,0.10028904303908348,0.20706875622272491,0.08602780138608068,0.06712948530912399,0.002440392505377531,0.002440392505377531,0.0002777101990432129,0.00027869176119565964,0.14526191703043878,0.11137393116950989,0.04237766191363335,0.11137393116950989,0.37481990084052086,0.33372732996940613,0.20585834980010986,0.33372732996940613,0.23120954632759094,0.4808425307273865,0.36538461538461536,0.4808425307273865,val_rollout_rmse_free,441269.40625,0.9952215552330017,-0.005396618973463774,1.0184248685836792,0.5463579893112183,0.0,0.0005
47,0.13576232781633735,0.2238267078064382,0.11018538475036621,0.20502278208732605,0.08710106858052313,0.0671314224600792,0.002440392505377531,0.002440392505377531,0.00027944386238232255,0.0002808429126162082,0.1483989735133946,0.13285274803638458,0.04168152064085007,0.13285274803638458,0.3815293088555336,0.36448970437049866,0.20416052639484406,0.36448970437049866,0.2848047912120819,0.5336710810661316,0.375,0.5336710810661316,val_rollout_rmse_free,441269.40625,0.9947871565818787,-0.005624201614409685,1.0178786516189575,0.5575987696647644,0.0,0.0005
48,0.1330105233937502,0.2270434834063053,0.10250497236847878,0.2058384269475937,0.08825106068979949,0.06712950766086578,0.002440392505377531,0.002440392505377531,0.00028147709963377565,0.0002825639385264367,0.14180501247756183,0.11682151257991791,0.04190778359770775,0.11682151257991791,0.3722169119864702,0.34179162979125977,0.20471391081809998,0.34179162979125977,0.23668348789215088,0.4865012764930725,0.38461538461538464,0.4865012764930725,val_rollout_rmse_free,441269.40625,0.9947879910469055,-0.0054938397370278835,1.0181370973587036,0.5673374533653259,0.0,0.0005
49,0.13422407675534487,0.2237788699567318,0.10496310144662857,0.20944319665431976,0.0896626760950312,0.06713057309389114,0.002440392505377531,0.002440392505377531,0.000282901600257901,0.0002832775644492358,0.1456341682933271,0.11874377727508545,0.043371863663196564,0.11874377727508545,0.37723401095718145,0.3445921838283539,0.20825912058353424,0.3445921838283539,0.23455914855003357,0.48431307077407837,0.3942307692307692,0.48431307077407837,val_rollout_rmse_free,441269.40625,0.9952809810638428,-0.005092231091111898,1.017749309539795,0.5799922347068787,0.0,0.0005
50,0.13196299434639513,0.2200926230289042,0.1076689288020134,0.2056732475757599,0.08893236028961837,0.06713026016950607,0.002440392505377531,0.002440392505377531,0.00028492305045801913,0.000285490823443979,0.1419777066912502,0.1272851675748825,0.04189063236117363,0.1272851675748825,0.3727662041783333,0.35677045583724976,0.20467200875282288,0.35677045583724976,0.25334376096725464,0.5033326745033264,0.40384615384615385,0.5033326745033264,val_rollout_rmse_free,441269.40625,0.9947785139083862,-0.005494851153343916,1.0177000761032104,0.5883796811103821,0.0,0.0005
