horizon_h,horizon_steps,n_windows,temp_rmse_c,temp_mae_c,temp_bias_c,temp_p95_abs_error_c,energy_error_rmse_kwh,energy_error_mae_kwh
1.0,4,10720,0.7909482039565591,0.5534995533968385,0.09790594015380896,1.6123631154299827,0.18849404866392463,0.12850254220146645
4.0,16,10624,0.790478996791978,0.5518510069034297,0.09551174865878569,1.6121608341667795,0.6746424008334048,0.4532036233917031
8.0,32,10496,0.7917810988423384,0.5516046814580294,0.09323700876579145,1.62041174860562,1.1742586482645552,0.7814594316245933
24.0,96,9984,0.8039819215398165,0.5604539757653095,0.09611303677070018,1.6441917888561395,2.18288556275503,1.577375139562194
