episode_id,season,policy,n_steps,temp_rmse_c,temp_mae_c,temp_bias_c,power_rmse_w,power_mae_w
bestest_air_article7_style_15min__peak_heat_window_hdrl,peak_heat_window,hdrl,1343,0.7795380209324745,0.5319773863999252,-0.02610889828787637,183.39013653726676,116.48193696700626
bestest_air_article7_style_15min__peak_heat_window_thermostatic,peak_heat_window,thermostatic,1343,0.6867355002193803,0.4484720854630599,-0.004118642091706459,142.47293249973188,93.30848267788829
bestest_air_article7_style_15min__typical_heat_window_hdrl,typical_heat_window,hdrl,1343,1.0280882159649598,0.6872907783354724,0.05911320659676558,258.84356859996524,172.37690302624162
bestest_air_article7_style_15min__typical_heat_window_thermostatic,typical_heat_window,thermostatic,1343,0.7220251131622714,0.5330152424270904,0.06956551076962236,190.43091144219483,142.46118171998367
bestest_air_article7_style_15min_article22_gru__peak_heat_window_thermostatic,peak_heat_window,thermostatic,1343,0.6540687401371064,0.45035038227060203,0.012652838980347454,169.86524978737987,120.11578164994044
bestest_air_article7_style_15min_article22_gru__typical_heat_window_thermostatic,typical_heat_window,thermostatic,1343,0.8673326089283954,0.6320598498351251,0.09836548506445236,248.3495523138312,183.27345607266466
bestest_air_article7_style_15min_ms_guarded__peak_heat_window_thermostatic,peak_heat_window,thermostatic,1343,0.7187724683969043,0.5379125858105709,0.2734453778700224,143.5137241422695,98.82081294382522
bestest_air_article7_style_15min_ms_guarded__typical_heat_window_thermostatic,typical_heat_window,thermostatic,1343,0.8462455658576725,0.6208423281267433,0.3175955529617181,183.15851294860516,128.3739768326533
