horizon_h,horizon_steps,n_windows,temp_rmse_c,temp_mae_c,temp_bias_c,temp_p95_abs_error_c,energy_error_rmse_kwh,energy_error_mae_kwh
1.0,4,10720,0.8036399045330345,0.5956771900045393,0.22336027059814487,1.6067905060876027,0.29980224445087583,0.2448718159781353
4.0,16,10624,0.803268102113248,0.5946817466900154,0.22004299170012295,1.6066010881026562,1.051600683523511,0.8580774465176947
8.0,32,10496,0.8047344272662988,0.5948608173173253,0.21788128043174837,1.614196403201043,1.6711825109282668,1.3031385027972766
24.0,96,9984,0.8173097756827297,0.6042075724104463,0.21684058060921338,1.6332386566698605,2.959562418987083,2.2028968112919713
