horizon_h,horizon_steps,n_windows,temp_rmse_c,temp_mae_c,temp_bias_c,temp_p95_abs_error_c,energy_error_rmse_kwh,energy_error_mae_kwh
1.0,4,10720,0.7547809171481007,0.5501142849716216,-0.28929865246556036,1.4679139437384872,0.3134508088230569,0.25458322561482494
4.0,16,10624,0.7559874992200641,0.5506272274308888,-0.29233107618089826,1.472029224441426,1.109019201357936,0.898688140286216
8.0,32,10496,0.756542320921263,0.5514377484486401,-0.2947166044602152,1.4675160521656778,1.7955112819652217,1.4004718745236224
24.0,96,9984,0.7580285814905897,0.5503991853591977,-0.282685910731705,1.472632826818889,3.309837510970331,2.5212782510844116
