episode_id,season,policy,steps,temp_rmse_c,temp_bias_c,temp_mae_c,power_rmse_w,power_bias_w
bestest_air_article7_style_15min__peak_heat_window_hdrl,peak_heat_window,hdrl,1343,1.4397410232595866,0.10299652691265346,1.1373687885745742,1059.5455476533173,-669.2869470847614
bestest_air_article7_style_15min__peak_heat_window_thermostatic,peak_heat_window,thermostatic,1343,1.4252389223026813,0.1379823418240983,1.2113487131760354,1171.0130689591958,-729.2976816874872
bestest_air_article7_style_15min__typical_heat_window_hdrl,typical_heat_window,hdrl,1343,1.6122183618899804,0.8106895329570633,1.2732729653963635,1242.6553143409662,-862.5318879334487
bestest_air_article7_style_15min__typical_heat_window_thermostatic,typical_heat_window,thermostatic,1343,1.4884164281784253,0.7290459614431268,1.2778698181706043,1299.6135322991297,-897.2920997743746
bestest_air_article7_style_15min_article22_gru__peak_heat_window_thermostatic,peak_heat_window,thermostatic,1343,1.2386771274946369,0.025148372688478166,1.0453759493659502,1051.4560832844372,-643.2742936869105
bestest_air_article7_style_15min_article22_gru__typical_heat_window_thermostatic,typical_heat_window,thermostatic,1343,1.2725714608134668,0.5762852759388285,1.0853713412683523,1200.0415353206627,-814.666581435777
bestest_air_article7_style_15min_ms_guarded__peak_heat_window_thermostatic,peak_heat_window,thermostatic,1343,1.6108606537089263,0.18868472049775722,1.3561999348890368,1306.6982021096992,-788.1104847662177
bestest_air_article7_style_15min_ms_guarded__typical_heat_window_thermostatic,typical_heat_window,thermostatic,1343,1.7861826133690324,0.8669880727897363,1.5090499078213095,1459.4630369981448,-977.1555333530488
