horizon_h,n_windows,n_episodes,temp_rmse_c,temp_rmse_ci_low,temp_rmse_ci_high,temp_bias_c,temp_bias_ci_low,temp_bias_ci_high,temp_mae_c,energy_target_rmse_kwh,energy_target_rmse_ci_low,energy_target_rmse_ci_high,energy_target_bias_kwh,energy_target_bias_ci_low,energy_target_bias_ci_high,temp_p95_abs_error_c,energy_p95_abs_error_kwh
1,10720,8,0.6546185440261169,0.5703406336158601,0.7592261957828883,-0.12019841112475232,-0.20039984532744007,-0.046542202402357624,0.4896835246163561,0.6821284019432082,0.634293326696001,0.7405150258818628,-0.12365378080590325,-0.19594627147601196,-0.052542156836019364,1.2342607488121704,1.5300260485178818
4,10624,8,0.6480598015962654,0.570214130596767,0.7452775419131649,-0.12441151688885183,-0.20335887458863738,-0.04760875278383009,0.4862113256238827,2.554302299927296,2.350724912529783,2.756230911634689,-0.4859264338839891,-0.7384511756678429,-0.21235575921883676,1.2269690508639173,5.857762343980072
8,10496,8,0.6489128090232967,0.5651940009246884,0.7440563685326119,-0.12679329228028927,-0.21764100584972015,-0.033593343957489065,0.4864299065619107,4.493931021543184,4.0656235049566,4.996874006639049,-0.9289280296530775,-1.4913369674742745,-0.3325947387942617,1.2311160131182701,10.504888225482528
24,9984,8,0.64407034617221,0.5582461028250121,0.7331029616035253,-0.11236266244771971,-0.19757884175970242,-0.016716235665629717,0.4817471355370756,9.963080032199327,8.300551296095918,11.844461575725798,-2.5472086655441126,-4.474360236780604,-0.44440925553999766,1.2069833327418364,22.30789744776855
