temp_rmse_c,temp_bias_c,power_rmse_w,power_bias_w,action_rmse,boptest_m_s,surrogate_m_s,ms_gap,boptest_violation_pct,surrogate_violation_pct,violation_gap_pct,boptest_energy_kwh,surrogate_energy_kwh,energy_gap_kwh,scenario,label,start_day_index,duration_days,step_sec
4.3199246804867295,-1.401545913713927,1453.0946056847265,-551.776357935786,0.996179078599461,1.046450541612129,0.1602286384219215,-0.8862219031902075,77.08333333333334,0.2232142857142857,-76.86011904761905,556.1857282985895,370.7888720321655,-185.39685626642404,peak_heat_window,Peak heat window,3,14,900
4.401375481286122,-1.1903687562013199,1592.6295593704622,-615.7872195842956,1.031450469579902,1.1019814764225577,0.087569827125186,-1.0144116492973718,82.36607142857143,0.1488095238095238,-82.21726190476191,580.5092169390758,373.6047111587524,-206.9045057803234,typical_heat_window,Typical heat window,37,14,900
