horizon_h,horizon_steps,n_windows,temp_rmse_c,temp_mae_c,temp_bias_c,temp_p95_abs_error_c,energy_error_rmse_kwh,energy_error_mae_kwh
1.0,4,10720,0.7889988370080011,0.5787116533275067,0.1722948834772575,1.6682562704627981,0.20603041674176956,0.13773659161515595
4.0,16,10624,0.7886113341039527,0.577648885411658,0.17162075960941423,1.6680790747909442,0.7444002759474437,0.4910918317107718
8.0,32,10496,0.7891833016453319,0.5776133735265784,0.17302138408591197,1.6704962980445686,1.3023443673149984,0.8620634263970626
24.0,96,9984,0.7987902244210652,0.5843251727624715,0.16426079216584363,1.6912072284846404,2.5048142357734426,1.8357887463233533
