r_time,r_sev,m_s,violation_pct,rmse_22_c,mean_power_w,energy_kwh,within_band_pct,t_min_c,t_max_c,t_mean_c,controller,scenario,label,start_day_index,start_time_sec,duration_days,step_sec,daily_mean_t_amb_c
0.01488095238095238,0.05766052218660889,0.07254147456756127,1.488095238095238,0.8690826065652184,958.9059389350491,322.1923954821765,98.51190476190477,19.789129034081213,24.540384374620203,22.44180064385049,thermostatic,peak_heat_window,Peak heat window,3,259200.0,14,900,-24.4
0.07217261904761904,0.07446894008747904,0.14664155913509808,7.217261904761904,1.2406565604948625,864.8293658459761,290.582666924248,92.78273809523809,19.460119432497095,26.861723502186976,22.55387571029089,hdrl,peak_heat_window,Peak heat window,3,259200.0,14,900,-24.4
0.04389880952380952,0.050752453873131,0.09465126339694052,4.389880952380952,0.6221677397153671,1096.0538176939615,368.27408274517103,95.61011904761905,19.93419846866425,23.88105803609318,22.09273640925007,thermostatic,typical_heat_window,Typical heat window,37,3196800.0,14,900,2.4
0.07142857142857142,0.15865688533077446,0.23008545675934589,7.142857142857142,1.0002551735819378,1035.9051150407079,348.0641186536779,92.85714285714286,17.88169778456745,28.96642213326936,22.149284414591698,hdrl,typical_heat_window,Typical heat window,37,3196800.0,14,900,2.4
