temp_rmse_c,temp_bias_c,power_rmse_w,power_bias_w,action_rmse,boptest_m_s,surrogate_m_s,ms_gap,boptest_violation_pct,surrogate_violation_pct,violation_gap_pct,boptest_energy_kwh,surrogate_energy_kwh,energy_gap_kwh,scenario,label,start_day_index,duration_days,step_sec
5.037275433100577,-2.1073914078843776,1528.102396057525,-638.1651669817155,1.0793480807960065,1.1820562856073573,0.1684433165050688,-1.0136129691022886,82.44047619047619,0.2976190476190476,-82.14285714285714,591.4045772826142,376.9810811767578,-214.42349610585643,peak_heat_window,Peak heat window,3,14,900
5.172806114099089,-2.023904758920195,1672.2655574587664,-743.0217820536816,1.1114088259396044,1.207873200657374,0.09446380251929873,-1.1134093981380753,85.78869047619048,0.1488095238095238,-85.63988095238096,614.7487070909599,365.0933883209228,-249.65531877003707,typical_heat_window,Typical heat window,37,14,900
