epoch,train_loss,train_rmse_temp,val_loss,val_rmse_temp,loss_c_prior_train,loss_c_prior_val,c_zon_j_per_k,czon_lr
1,2.080631881049185,1.4399052641608499,1.690983533859253,1.3003767728805542,1.2114865912184486e-05,3.8142912671901286e-05,533283.3125,0.001
2,2.0640136978842993,1.4342070565079197,1.6766725778579712,1.2948580980300903,8.653585984685571e-05,0.000149850980960764,536528.1875,0.001
3,2.0385930213061245,1.4257453860658589,1.6627442836761475,1.289461612701416,0.0002328533102461899,0.0003319317474961281,539744.625,0.001
4,2.024408499399821,1.4204914931095007,1.6493443250656128,1.284245491027832,0.00044564152697355234,0.0005778864142484963,542895.125,0.001
5,2.013629497903766,1.4163183335101965,1.6362303495407104,1.279117465019226,0.0007223920935454468,0.0008881784160621464,546033.1875,0.001
6,1.9991161462032434,1.4117383848537097,1.6233457326889038,1.274056315422058,0.0010643842185593464,0.001262522884644568,549170.75,0.001
7,1.9682684775554773,1.4006830128756436,1.6107306480407715,1.2690787315368652,0.0014684811326195345,0.0016981213120743632,552296.5625,0.001
8,1.963265957254352,1.3990183635191484,1.598514199256897,1.2642370462417603,0.0019308699570088224,0.0021872634533792734,555375.9375,0.001
9,1.9388170459053733,1.3898039586616284,1.5866072177886963,1.2594976425170898,0.0024456278576205173,0.0027299532666802406,558428.1875,0.001
10,1.921235077308886,1.3833672566847368,1.5749397277832031,1.254833459854126,0.003016604357540156,0.0033269973937422037,561469.375,0.001
11,1.9072687156272656,1.3794417742526892,1.5635781288146973,1.2502723932266235,0.0036331073691447577,0.003972450736910105,564479.9375,0.001
12,1.9009402773597024,1.3759678927334873,1.5524325370788574,1.2457791566848755,0.004308385181833397,0.004669223912060261,567481.75,0.001
13,1.872714638710022,1.36616651578383,1.541454553604126,1.2413350343704224,0.005032285356499029,0.005418757908046246,570486.625,0.001
14,1.8536455306139858,1.358171314904184,1.530857801437378,1.237027645111084,0.00579830040365006,0.006203911732882261,573433.8125,0.001
15,1.8475727420864683,1.3566135926680132,1.520478367805481,1.232791543006897,0.006603689596169826,0.007033525966107845,576366.3125,0.001
16,1.816619659915115,1.343640974073699,1.5103402137756348,1.228637456893921,0.007452340105153395,0.007903310470283031,579275.4375,0.001
17,1.8234771020484692,1.3484222455458208,1.5005266666412354,1.2246004343032837,0.008333609354766932,0.008803015574812889,582134.6875,0.001
18,1.8024398016207146,1.3406770915696116,1.4907276630401611,1.2205538749694824,0.00926535895489382,0.00975987408310175,585033.375,0.001
19,1.7928680073131213,1.336297165263783,1.4811979532241821,1.21660315990448,0.010234322088460127,0.010747889056801796,587895.375,0.001
20,1.7701233914404204,1.3275540416890925,1.4718042612075806,1.2126938104629517,0.011246027707150488,0.011778977699577808,590759.0625,0.001
21,1.757825128959887,1.3230945594383008,1.4626812934875488,1.2088828086853027,0.012292038705764395,0.012836314737796783,593581.625,0.001
22,1.7557064908923525,1.3228318944121853,1.4537142515182495,1.2051228284835815,0.013366842444873217,0.013930760324001312,596396.75,0.001
23,1.7332656889250784,1.313308257045168,1.4449352025985718,1.2014280557632446,0.014472475190731611,0.01505686342716217,599193.0625,0.001
24,1.723080707318855,1.3105720209352898,1.4363535642623901,1.1978031396865845,0.015610931412965962,0.016211185604333878,601965.875,0.001
25,1.714970184094978,1.3067532597166118,1.427870273590088,1.194206714630127,0.016791139249548767,0.01740586943924427,604746.25,0.001
26,1.7081784262801663,1.3035510019822554,1.4196418523788452,1.1907057762145996,0.017991388216614723,0.018616989254951477,607481.1875,0.001
27,1.7162057919935747,1.3064561359810107,1.4115301370620728,1.1872421503067017,0.019218741436347817,0.01986238919198513,610215.0625,0.001
28,1.704657778595433,1.3008393880092737,1.403540015220642,1.1838183403015137,0.020477744045131134,0.021140895783901215,612945.5,0.001
29,1.6816390319304033,1.2924203764308582,1.3956245183944702,1.1804145574569702,0.021779504519971935,0.022458991035819054,615688.0,0.001
30,1.6515384370630437,1.28129269137527,1.387925624847412,1.1770923137664795,0.023104631426659496,0.023791635408997536,618392.125,0.001
31,1.6721381563128848,1.2882111397656528,1.3804681301116943,1.1738632917404175,0.024429578390536888,0.025131532922387123,621046.875,0.001
32,1.6359388033548992,1.2764596686218723,1.373030185699463,1.1706316471099854,0.02580380705044125,0.026517139747738838,623730.125,0.001
33,1.629887064297994,1.2735279256647283,1.3657892942428589,1.1674749851226807,0.02719243271558574,0.027914108708500862,626377.0625,0.001
34,1.6381286165931008,1.2757629228360725,1.3587335348129272,1.1643887758255005,0.028587271205403587,0.029322434216737747,628990.125,0.001
35,1.5973753965262212,1.2593280185352673,1.3516366481781006,1.1612743139266968,0.03003294805459904,0.030787166208028793,631652.875,0.001
36,1.598289598118175,1.2608142043604995,1.3447847366333008,1.158257246017456,0.03148899611198541,0.03224819526076317,634257.25,0.001
37,1.580807656952829,1.2530507391149348,1.3379086256027222,1.1552196741104126,0.03298519675930341,0.033761315047740936,636904.625,0.001
38,1.5771249677195693,1.251350218599493,1.3312561511993408,1.1522712707519531,0.0344947911798954,0.03527185693383217,639498.875,0.001
39,1.5644576730150166,1.2463325334317756,1.3246718645095825,1.1493436098098755,0.03601931340315125,0.03681216388940811,642099.125,0.001
40,1.5591278943148525,1.2439852700088962,1.3182456493377686,1.1464769840240479,0.03755713017149405,0.03836110234260559,644669.125,0.001
41,1.5443622451840024,1.2382016904426343,1.3118510246276855,1.143615484237671,0.03913142024116083,0.03994729742407799,647258.375,0.001
42,1.5394706870570327,1.235736431497516,1.3055778741836548,1.1407992839813232,0.040723049279415245,0.04154812917113304,649830.3125,0.001
43,1.523496981823083,1.2282706101735432,1.2994167804718018,1.1380248069763184,0.042331698717492997,0.043164949864149094,652387.5625,0.001
44,1.5310577443151763,1.2337606531200986,1.2934211492538452,1.135316252708435,0.043937810555551994,0.044781144708395004,654906.5625,0.001
45,1.5088751641186802,1.2230136322252678,1.2873867750167847,1.1325818300247192,0.04559584763465506,0.04645129665732384,657472.75,0.001
46,1.5000138933008367,1.219684665853327,1.2815333604812622,1.1299211978912354,0.04725157096982002,0.04811478033661842,659992.375,0.001
47,1.5074264714212129,1.222970229206663,1.275743007659912,1.1272810697555542,0.04892824330564701,0.04980284720659256,662514.8125,0.001
48,1.486210909756747,1.2147811651229858,1.2700448036193848,1.1246751546859741,0.050629587336020035,0.0515061616897583,665026.75,0.001
49,1.4806803645509663,1.2120571172598638,1.2644151449203491,1.1220927238464355,0.052341425734938996,0.05323151871562004,667538.0625,0.001
50,1.4905073209242388,1.2153648643782644,1.2588589191436768,1.1195361614227295,0.05407884152549686,0.054975904524326324,670046.0,0.001
51,1.477570486791206,1.2107554529652451,1.2534035444259644,1.1170185804367065,0.05582534939502225,0.056729789823293686,672537.4375,0.001
52,1.4546981941569934,1.2006469098004429,1.248058795928955,1.1145447492599487,0.057576876133680344,0.05848906561732292,675006.75,0.001
53,1.4557925101482507,1.201988205765233,1.2427253723144531,1.112068772315979,0.05936002776478276,0.06028551235795021,677499.5,0.001
54,1.442546465180137,1.1945816242333613,1.2374788522720337,1.1096258163452148,0.0611596338902459,0.06209392100572586,679980.0625,0.001
55,1.458653247717655,1.2016491709333477,1.2323108911514282,1.1072124242782593,0.06297603001197179,0.06391506642103195,682451.6875,0.001
56,1.434653802351518,1.1921675313602795,1.2272000312805176,1.1048187017440796,0.06480521618416815,0.0657566636800766,684924.1875,0.001
57,1.4221677310539014,1.186897180297158,1.2221537828445435,1.1024483442306519,0.06666109643199226,0.06761499494314194,687393.125,0.001
58,1.418272119579893,1.18546745632634,1.2171825170516968,1.1001063585281372,0.06852522356943651,0.06948564946651459,689853.125,0.001
59,1.402563284743916,1.1782658750360662,1.2123193740844727,1.0978087186813354,0.07038453650293928,0.07135481387376785,692286.75,0.001
60,1.392244066252853,1.1726707382635637,1.2075046300888062,1.0955274105072021,0.07226820086891,0.0732436329126358,694723.0625,0.001
61,1.431450605392456,1.188541708570538,1.2027835845947266,1.0932841300964355,0.07416229040333719,0.07513463497161865,697138.4375,0.001
62,1.3836048407988115,1.1704497265093254,1.1981275081634521,1.0910654067993164,0.07605110921642998,0.0770370364189148,699546.9375,0.001
63,1.3793442538290313,1.1675004778486309,1.1934770345687866,1.0888432264328003,0.07797766025319244,0.07897555083036423,701979.0,0.001
64,1.3641688137343435,1.1601714816960422,1.188883662223816,1.0866420269012451,0.07992643411412384,0.08092892169952393,704407.625,0.001
65,1.3830070242737278,1.1692384842670325,1.1844465732574463,1.0845097303390503,0.08184661106629805,0.08285234868526459,706779.25,0.001
66,1.368352178371314,1.163733301740704,1.1800098419189453,1.082371711730957,0.08379688384858044,0.08481280505657196,709176.125,0.001
67,1.3635085893399788,1.161197097012491,1.1756280660629272,1.080254316329956,0.08576303043148735,0.08678607642650604,711568.9375,0.001
68,1.3580698136127356,1.1577346433292737,1.1712788343429565,1.0781468152999878,0.08775743413152116,0.08878203481435776,713969.5,0.001
69,1.3475760546597568,1.1542715376073664,1.166939616203308,1.0760383605957031,0.08976667487260068,0.09081045538187027,716390.3125,0.001
70,1.3466492837125605,1.153225302696228,1.1626973152160645,1.0739712715148926,0.09178703075105493,0.09283098578453064,718782.625,0.001
71,1.3374432361487187,1.1506978273391724,1.1585286855697632,1.071934461593628,0.09381105908841798,0.09485259652137756,721158.375,0.001
72,1.3224074894731694,1.1435846866983357,1.1543800830841064,1.0699018239974976,0.09584707676461249,0.09690133482217789,723547.8125,0.001
73,1.3317794384378376,1.1463477503169666,1.1503273248672485,1.0679107904434204,0.09788075382962372,0.0989377573132515,725906.5,0.001
74,1.3245495395226912,1.1427404121919111,1.1462762355804443,1.0659152269363403,0.09994305737993935,0.10100989788770676,728289.0,0.001
75,1.3072820233576226,1.135916699062694,1.142293930053711,1.063948154449463,0.10201244417465094,0.10308270156383514,730655.75,0.001
76,1.3198573950565222,1.1412099599838257,1.1383745670318604,1.062006950378418,0.10408936350634604,0.1051580011844635,733009.25,0.001
77,1.2928868369622664,1.1292030504255584,1.1344451904296875,1.0600556135177612,0.10618569227782163,0.10727459192276001,735393.1875,0.001
78,1.2929507927461104,1.1288384813250918,1.1306344270706177,1.0581579208374023,0.10828084882461664,0.10936180502176285,737729.125,0.001
79,1.3169255527583035,1.136682365879868,1.1268303394317627,1.0562585592269897,0.11039458418434317,0.11148123443126678,740085.0,0.001
80,1.3024838368097942,1.1323246721065405,1.1230388879776,1.0543605089187622,0.11253300715576518,0.1136280745267868,742457.125,0.001
81,1.2789059534217373,1.1215326659607165,1.119315266609192,1.052491307258606,0.11467546134284048,0.11577332019805908,744811.875,0.001
82,1.3042482354424216,1.1308777621298125,1.1156500577926636,1.0506465435028076,0.11681044982238249,0.11791897565126419,747153.75,0.001
83,1.2649023659301526,1.1156770225727197,1.11198091506958,1.0487948656082153,0.11898825362776265,0.1201021820306778,749521.75,0.001
84,1.2563794020450476,1.1116960753094067,1.1084023714065552,1.0469841957092285,0.12115318621649887,0.12226606160402298,751854.875,0.001
85,1.2595276128162036,1.1142941334030845,1.1048625707626343,1.045188307762146,0.12332124759753545,0.1244405135512352,754185.9375,0.001
86,1.253001635724848,1.1107239723205566,1.101382851600647,1.043418288230896,0.12548819410078454,0.12661173939704895,756500.4375,0.001
87,1.2564703370585586,1.1120478835972873,1.0979194641113281,1.041651964187622,0.12767387926578522,0.12880651652812958,758827.0,0.001
88,1.2716376871773691,1.116997612245155,1.0944641828536987,1.03988516330719,0.12988497136217175,0.13103052973747253,761171.3125,0.001
89,1.2393677559765903,1.1041804479830193,1.091052770614624,1.0381362438201904,0.13211690431291406,0.1332596391439438,763509.0,0.001
90,1.238783749667081,1.1035760243733723,1.0876842737197876,1.0364047288894653,0.13434375461303827,0.1354949176311493,765840.3125,0.001
91,1.2230863571166992,1.095788047169194,1.0843528509140015,1.034687876701355,0.1365855417468331,0.1377388834953308,768168.8125,0.001
92,1.2208065589269002,1.095460664142262,1.0810891389846802,1.03300142288208,0.1388216379917029,0.1399705857038498,770472.5,0.001
93,1.2202641187292156,1.0948788812666228,1.0778470039367676,1.0313220024108887,0.14106593710003476,0.14222022891044617,772783.1875,0.001
94,1.2141865148688809,1.0920074545975886,1.0746577978134155,1.0296655893325806,0.14330401926329642,0.14446605741977692,775078.4375,0.001
95,1.2124476396676265,1.090840756893158,1.0714964866638184,1.0280195474624634,0.1455544594562415,0.14672435820102692,777375.625,0.001
96,1.2066032218210625,1.0888041944214792,1.0683549642562866,1.0263794660568237,0.14782057567076248,0.14900164306163788,779680.5625,0.001
97,1.2074901949275623,1.0892185641057563,1.0652492046356201,1.0247539281845093,0.1501045534105012,0.1512846052646637,781981.3125,0.001
98,1.1908041437466939,1.081382281852491,1.0621453523635864,1.0231252908706665,0.15241559572292096,0.15359985828399658,784303.0,0.001
99,1.1901692061713247,1.0806757464553371,1.0590949058532715,1.0215204954147339,0.15471489411411862,0.15590709447860718,786606.6875,0.001
100,1.1929494919198933,1.0817547765645115,1.0560697317123413,1.0199248790740967,0.15702605563582797,0.15822850167751312,788913.5625,0.001
101,1.1901248928272363,1.0816182873465798,1.0530586242675781,1.0183327198028564,0.15936791174339526,0.1605716496706009,791231.625,0.001
102,1.179928998152415,1.0754715547417149,1.0500788688659668,1.0167529582977295,0.1617230912952712,0.16292200982570648,793547.75,0.001
103,1.1753854805772954,1.0738346251574429,1.0471665859222412,1.0152050256729126,0.16404906818360993,0.165252223610878,795833.1875,0.001
104,1.1654899806687327,1.0678148847637754,1.0442806482315063,1.013667345046997,0.16638205674561587,0.16759273409843445,798119.1875,0.001
105,1.1662842830022175,1.0692982745893074,1.0414252281188965,1.0121419429779053,0.16872154131080164,0.16993948817253113,800402.625,0.001
106,1.168935943733562,1.0700667103131611,1.0385570526123047,1.010605812072754,0.17110378724156003,0.17232947051525116,802717.75,0.001
107,1.161425070329146,1.0649371363899924,1.035751223564148,1.0090992450714111,0.1734791858629747,0.17469947040081024,805004.375,0.001
108,1.1585917761831572,1.0653866511402708,1.0329731702804565,1.0076037645339966,0.1758521447579066,0.17707683145999908,807289.5,0.001
109,1.1497616117650813,1.0610426519856309,1.0302009582519531,1.0061078071594238,0.17824312005982254,0.17948156595230103,809591.3125,0.001
110,1.149576277443857,1.0591744401238181,1.0274748802185059,1.004632830619812,0.18064854948809653,0.18187730014324188,811876.3125,0.001
111,1.1491204211206147,1.0606360272927717,1.0247818231582642,1.0031721591949463,0.18302613045230057,0.18427501618862152,814154.25,0.001
112,1.1321960669575315,1.051389997655695,1.0220824480056763,1.001704216003418,0.1854574161045479,0.18670983612537384,816459.25,0.001
113,1.1369942914355884,1.0539365681734951,1.019411325454712,1.0002480745315552,0.18790838890003436,0.18915152549743652,818761.625,0.001
114,1.1354313113472678,1.05409513278441,1.0168042182922363,0.9988231062889099,0.19031640887260437,0.19156566262245178,821029.875,0.001
115,1.1309032367937493,1.050823278499372,1.0141972303390503,0.9973946809768677,0.1927457144766143,0.19401107728481293,823319.125,0.001
116,1.1232694134567722,1.0462452281605115,1.0116016864776611,0.9959688782691956,0.19521067133455566,0.19647622108459473,825619.5,0.001
117,1.1217875029101516,1.0471939101363674,1.009048342704773,0.9945626854896545,0.19767132988481811,0.19893395900726318,827904.25,0.001
118,1.1227993567784627,1.044756242723176,1.0065221786499023,0.9931678771972656,0.2001210848490397,0.20139668881893158,830185.6875,0.001
119,1.1466992045893813,1.0557349703528665,1.004018783569336,0.9917823076248169,0.20259652625430713,0.2038668394088745,832467.25,0.001
120,1.1028344775691177,1.0355102672721401,1.0015714168548584,0.9904242157936096,0.20503778891129928,0.20631304383277893,834718.125,0.001
