episode_id,season,policy,n_steps,temp_rmse_c,temp_mae_c,temp_bias_c,power_rmse_w,power_mae_w
bestest_air_article7_style_15min__peak_heat_window_hdrl,peak_heat_window,hdrl,1343,0.9817956204186229,0.7710086250440755,-0.6367643157692541,234.67685096351562,193.91328767256712
bestest_air_article7_style_15min__peak_heat_window_thermostatic,peak_heat_window,thermostatic,1343,0.62442813130501,0.4700527292897245,-0.23512762338313584,253.3742314676711,202.14550194079246
bestest_air_article7_style_15min__typical_heat_window_hdrl,typical_heat_window,hdrl,1343,0.8677043751042285,0.5738986820656994,-0.1352006692847221,446.74643156534887,206.47869554442175
bestest_air_article7_style_15min__typical_heat_window_thermostatic,typical_heat_window,thermostatic,1343,0.5412266566117093,0.4469563226451333,0.15960105085258658,268.7618222164172,212.21846518498378
bestest_air_article7_style_15min_article22_gru__peak_heat_window_thermostatic,peak_heat_window,thermostatic,1343,0.5780583652426766,0.4464491231813362,-0.1968873683719393,300.4648698863314,224.66382014980243
bestest_air_article7_style_15min_article22_gru__typical_heat_window_thermostatic,typical_heat_window,thermostatic,1343,0.8163159700926694,0.6662455761996466,0.3890993877123329,290.11385266401726,224.37518441411223
bestest_air_article7_style_15min_ms_guarded__peak_heat_window_thermostatic,peak_heat_window,thermostatic,1343,0.6632653840471807,0.5422773685578196,-0.18230055774756795,235.24413625012784,171.23436137796782
bestest_air_article7_style_15min_ms_guarded__typical_heat_window_thermostatic,typical_heat_window,thermostatic,1343,0.6204807551494932,0.5006324216282901,0.05044909234407321,207.38370872056177,156.29429377896616
