horizon_h,n_windows,n_episodes,temp_rmse_c,temp_rmse_ci_low,temp_rmse_ci_high,temp_bias_c,temp_bias_ci_low,temp_bias_ci_high,temp_mae_c,energy_target_rmse_kwh,energy_target_rmse_ci_low,energy_target_rmse_ci_high,energy_target_bias_kwh,energy_target_bias_ci_low,energy_target_bias_ci_high,temp_p95_abs_error_c,energy_p95_abs_error_kwh
1,10720,8,1.4908158757481413,1.3739390058307155,1.6033508337104192,0.4279421235893344,0.2006753367273209,0.6562271657486367,1.235866623571486,1.222181371708526,1.1369202756199879,1.3238953002512204,-0.7957984253378223,-0.8694224371020617,-0.7251091729176453,2.7028794855237215,2.750245845961812
4,10624,8,1.4912848981522377,1.371407644639342,1.613853993443604,0.42739593030189255,0.21863904871265097,0.6638554963800065,1.235539980305441,4.726316860741248,4.367262810466388,5.069711066057462,-3.158214057914845,-3.45323968519571,-2.8824048830714695,2.7060648547023867,10.693968220177537
8,10496,8,1.490777902127833,1.3703995835464262,1.5996591071337385,0.42189141285937104,0.2207462532919214,0.6593936400887515,1.2355257005360918,8.826502705535088,8.075254183283475,9.679758467219846,-6.248141355994027,-6.868181485220033,-5.564484640056878,2.71004147194708,19.85183266297054
24,9984,8,1.466468866196516,1.3446154893015394,1.5893613513547147,0.48834377080874747,0.31172215631845634,0.6563283860878802,1.2207894030921147,22.42638023398326,19.616449528513883,24.900109720446636,-18.670892390333588,-21.28552197566401,-16.279400362341924,2.617772238181223,44.70210362230773
