variant,scenario,temp_rmse_c,power_rmse_w,boptest_m_s,surrogate_m_s,ms_gap,boptest_violation_pct,surrogate_violation_pct,energy_gap_kwh,first_divergence_step,action_gap_norm,top_feature
pure_v3,peak_heat_window,0.8941642013732883,1213.316961290988,0.1559124957112826,0.0542863210042317,-0.1016261747070508,9.821428571428571,0.9672619047619048,-257.5371498679376,1,0.3765999881346853,p_total_norm
pure_v3,typical_heat_window,0.7447362867475804,1345.5479438472375,0.1255807490219381,0.0573870340983072,-0.0681937149236308,6.547619047619048,1.3392857142857142,-309.566581496488,1,0.3334335337389553,p_total_norm
direct_v35,peak_heat_window,4.3199246804867295,1453.0946056847265,1.046450541612129,0.1602286384219215,-0.8862219031902075,77.08333333333334,0.2232142857142857,-185.39685626642404,1,2.0,t_zone_norm
direct_v35,typical_heat_window,4.401375481286122,1592.6295593704622,1.1019814764225575,0.087569827125186,-1.0144116492973718,82.36607142857143,0.1488095238095238,-206.9045057803234,1,2.0141635596351484,t_zone_norm
hybrid_l010,peak_heat_window,0.6327132760235985,1097.6895718883002,0.0331718650674967,0.0097954954419817,-0.023376369625515,1.4136904761904765,0.2232142857142857,-244.0577586748593,1,0.4726300468972846,p_total_norm
hybrid_l010,typical_heat_window,0.6118410034605274,1257.6178744763604,0.0213504135477446,0.0,-0.0213504135477446,0.3720238095238095,0.0,-300.35309615543173,16,0.2531429275246215,p_total_norm
