scenario,controller,m_s,violation_pct,energy_kwh
peak_heat_window,pi,0.883385331609277,59.523809523809526,99.05226942277186
typical_heat_window,pi,0.9276122664677662,63.988095238095234,145.01748830947702
peak_heat_window,hybrid,0.0866490367949334,4.6875,305.2760616596851
typical_heat_window,hybrid,0.0410662616735334,2.380952380952381,352.80317330491005
