scenario,n_steps,temp_disagree_mean_c,temp_disagree_p95_c,temp_disagree_max_c,power_disagree_mean_w,power_disagree_p95_w,power_disagree_max_w,v3_temp_rmse_c,v35_temp_rmse_c,v3_power_rmse_w,v35_power_rmse_w
peak_heat_window,1344,0.9236706041154408,2.223904132843017,4.273553848266602,682.0233181005433,1232.2991304397583,1263.264030456543,1.1062370979313019,0.23677533705539425,1105.3637564021008,608.8732702891921
typical_heat_window,1344,1.0140356350512731,2.51601448059082,4.642795562744141,734.8587330579758,1235.5261526107788,1250.4839782714844,1.2105928203947243,0.17540417854882573,1262.8538398429325,634.1457062779117
overall,2688,0.968853119583357,2.51601448059082,4.642795562744141,708.4410255792595,1235.5261526107788,1263.264030456543,1.158414959163013,0.20608975780210997,1184.1087981225166,621.509488283552
