canonical,seed_count,rmse_mean,rmse_std,mae_mean,mae_std,within_1c_pct_mean,within_1c_pct_std,violation_pct_mean,violation_pct_std,energy_kwh_sum_mean,energy_kwh_sum_std,ms_mean,ms_std,ms_min,ms_max,ms_cv
comfort_050_energy_050,5,0.8932710477546377,0.08073283096665793,0.7119566913431999,0.07277798303450836,75.55803571428571,6.427751354647027,13.0109126984127,6.622059513959836,2793.5685332280573,134.4746625697263,0.18689805718533214,0.07813388252843113,0.10317773283594413,0.31030051505022843,0.4180561516000773
comfort_075_energy_025,5,0.7994523187109667,0.10033124405631456,0.6371123127277105,0.08237562084761649,79.74330357142858,5.779032620353729,9.233630952380953,6.671833564782035,2883.373960593998,176.9015404943491,0.13928082555852078,0.08531002138505617,0.056724150847302285,0.27559663587445016,0.6125037028102046
