testcase,regime,artifact,controller_family,rmse_t_c,power_mae_w,m_s_rl,m_s_pi,pass_threshold_m_s,violation_pct_rl,energy_kwh_rl,baseline_gap,status,notes
bestest_hydronic_heat_pump,pi,pi_baseline_live,pi_reference,,,0.463590,0.463590,,34.678819,361.947251,0.000000,REFERENCE,target-testcase built-in PI yearly baseline
bestest_hydronic_heat_pump,none,thermostatic_hybrid_l010_adapter_live,thermostatic_hybrid,,,0.665237,0.463590,0.579487,50.031002,335.631077,0.434970,FAIL_CONTROL,frozen bestest_air controller through hydronic adapter saves energy but fails comfort threshold
bestest_hydronic_heat_pump,partial,stage_c_top5_heads,thermostatic_hybrid,1.006130,2335.764404,0.665237,0.463590,0.579487,,,0.434970,FAIL_CONTROL_DIAGNOSTIC_SURROGATE_FAIL,top-5 percent excitation Stage C worsened temperature and barely improved power
bestest_hydronic_heat_pump,partial,stage_c_allrows_power,thermostatic_hybrid,0.976974,1765.103027,0.665237,0.463590,0.579487,,,0.434970,FAIL_CONTROL_PARTIAL_POWER_SUCCESS,all-rows power-head-only improved power MAE but controller remains frozen
bestest_hydronic_heat_pump,partial,stage_c_allrows_heads,thermostatic_hybrid,0.780994,1767.849487,0.665237,0.463590,0.579487,,,0.434970,FAIL_CONTROL_CONDITIONAL_PASS_SURROGATE,all-rows heads-only improved RMSE_T by 20.1 percent and MAE_P by 25.1 percent with frozen C_zon
bestest_hydronic_heat_pump,full,stage_abc_allrows_heads,thermostatic_hybrid,0.565307,1767.057617,0.665237,0.463590,0.579487,,,0.434970,FAIL_CONTROL_PASS_SURROGATE_FULL,full Stage A/B/C improves RMSE_T by 60.2 percent and MAE_P by 39.5 percent; C_zon re-identified at 8.347e+05 J/K but controller remains frozen
bestest_hydronic_heat_pump,aggregate,primary_testcase_summary,thermostatic_hybrid,,,0.665237,0.463590,0.579487,,,0.434970,CONTINUE_OPTION_B_COMPUTE_OPTIMIZED,surrogate transfers under full recalibration but frozen controller does not; continue on secondary/stretch with thermostatic_hybrid only and regimes none/full
