testcase,regime,controller_family,adapter,m_s,m_s_pi,pass_threshold_1p25x_pi,baseline_gap,violation_pct,energy_kwh,rmse_t_c,t_mean_c,t_max_c,verdict,source_summary
bestest_hydronic_heat_pump,pi_reference,built_in_pi,none,0.46358956885653674,0.46358956885653674,0.5794869610706709,0.0,34.67881944444445,361.9472513482026,1.7991474585462512,22.279149591629423,25.400459268881022,REFERENCE,outputs\block3_bestest_hydronic_heat_pump\pi_baseline_15min_yearly\pi_yearly_summary.csv
bestest_hydronic_heat_pump,none,thermostatic_hybrid_l010,hydronic_setpoint_enable_adapter_v1,0.6652370556738355,0.46358956885653674,0.5794869610706709,0.43496985343020295,50.03100198412699,335.6310766173424,2.8826812000234363,24.454377171150423,27.958248859981577,FAIL_NONE,outputs\block3_bestest_hydronic_heat_pump\thermostatic_hybrid_l010_adapter_none\thermostatic_hydronic_adapter_yearly_summary.csv
