i rmse rough sat ms
0 1.5571616098141303 1.0 23.511904761904763 0.08360000000000001
1 0.8761156751667185 9.357651245551603 99.92559523809523 1.1763
2 0.64407034617221 7.937722419928826 100.0 1.0742160090173432
3 1.5571616098141303 1.0 24.851190476190478 0.0638576492342334
