i v3 raw cal
0 1.540045716933285 1.4397410232595866 0.6905592635587866
1 1.5151214853438157 1.4252389223026813 0.486253074861552
2 1.7746440172446196 1.6122183618899804 0.9642916104952521
3 1.5532521702728468 1.4884164281784253 0.5204939414626176
4 1.2079272114700348 1.2386771274946369 0.5576873833110197
5 1.2810827627391337 1.2725714608134668 0.6824742924999865
6 1.756662676363878 1.6108606537089263 0.6547865403419406
7 1.8847956571871303 1.7861826133690324 0.6393315393491447
