ms_peak std_peak ms_typ std_typ viol_peak viol_typ
0.0718 0.0192 0.0455 0.0474 2.5546 2.4306
1.1417 0.0002 1.211 0.0 85.5655 91.4435
1.0713661338582228 0.021886909561708048 1.1306270900927762 0.025888439015212004 76.41369047619048 82.51488095238095
0.0595 0.0261 0.0137 0.0237 3.0258 0.7937
