idx lw q1 med q3 uw fold
0 0.062163849157972705 0.09237026748917856 0.12196841023836685 0.20153772268184228 0.35977267246585587 1.0
1 0.2221518483353074 1.3310982771484894 1.8369977577996042 2.3411872227402353 3.048202827567949 9.357651245551603
2 0.9507918631340112 0.9926735222403996 1.2275912072036614 1.4695691476467223 2.29445501483462 7.937722419928826
