err a0
-0.17688531558246723 0.17307189106941223
-0.8941853784739351 -0.0496964193880558
-0.7418019665475413 0.041660986840724945
-0.7993130692616432 0.033659301698207855
-0.7819182563785034 0.05232860893011093
-0.750926416478535 0.06834130734205246
-0.7227864879976664 0.08368732780218124
-0.6845976640706795 0.10097520798444748
-0.6620062432358509 0.1153496578335762
-0.6398771521180606 0.12966784834861755
-0.6156341029882242 0.14348822832107544
-0.6380457216930608 0.16971322894096375
-0.5962834921080002 0.1870669424533844
-0.5456682309111898 0.19994470477104187
-0.4799456561699458 0.21186986565589905
-0.436883577881531 0.23831680417060852
-0.3291468927009191 0.25142982602119446
-0.21974150997357356 0.2575046718120575
-0.12093461390361426 0.2586289644241333
-0.14138273460474693 0.25384432077407837
-0.11512546832472026 0.24157392978668213
-0.11788628059537132 0.2210826873779297
-0.15154540655896653 0.1961994767189026
-0.3841152721558956 0.14201730489730835
-0.5219428460601421 0.10441724210977554
-0.6295016800748954 0.0688597783446312
-0.6806377041077099 0.03562655299901962
-0.7997361502110607 -0.030698522925376892
-0.852325754261642 -0.10188101977109909
-0.9911735703882414 -0.1851007044315338
-1.1334836294203114 -0.2550976872444153
-0.9885024838157506 -0.39251771569252014
-1.564401156034421 -0.5607722997665405
-1.5275670382337694 -0.5828632116317749
-1.538282064785676 -0.6327738165855408
-1.8053657792937088 -0.7462695240974426
-1.5035298517244655 -0.7368825674057007
-1.508106698060999 -0.7965344786643982
-1.2252315883347364 -0.7954754829406738
-1.6611906678625132 -0.9376358985900879
-1.052204401612812 -0.8791517615318298
-1.4821742528874893 -1.0
-0.7956487271753758 -0.9324073791503906
-1.1483553138931484 -1.0
-0.8203396849268074 -1.0
-0.7925847065508833 -1.0
-0.6352824736395064 -1.0
-0.548233960609366 -1.0
-0.4375629937452459 -1.0
-0.3448181450654033 -1.0
-0.22576962167289594 -1.0
-0.10593903504354785 -1.0
0.00035665743337176536 -1.0
0.08808420342251111 -1.0
0.15077158834805005 -1.0
0.18476629476072048 -1.0
0.191398217907647 -1.0
0.17504866405539588 -1.0
0.19887707936970855 -1.0
0.30996077851375503 -1.0
0.3158773055648112 -1.0
0.362037965017862 -1.0
0.37686843792391755 -1.0
0.4860662637178734 -1.0
0.4659400128632001 -1.0
0.4767854349861409 -1.0
0.4314042446296753 -1.0
0.47980192731569105 -1.0
0.35712341298329875 -1.0
0.29319081482219644 -1.0
0.18627493172493814 -1.0
-0.4504963690811792 -1.0
-0.14596786047707155 -0.8766241669654846
-0.620446121211728 -0.9416775107383728
-0.31389268282799776 -0.8207912445068359
-0.4938280845112786 -0.811154842376709
-0.394985703804025 -0.746264636516571
-0.5640966221160397 -0.7549291849136353
-0.5185143499612082 -0.7100158929824829
-0.49637398725701587 -0.668815553188324
-0.5585278770055311 -0.6578616499900818
-0.5792308912567705 -0.6377410292625427
-0.6360348107021991 -0.628164529800415
-0.4557499801499034 -0.5558445453643799
-0.5998743369976296 -0.5721028447151184
-0.558126166226316 -0.5397469997406006
-0.6501766407558307 -0.5430757999420166
-0.4559140317368815 -0.4718436002731323
-0.5039585552439121 -0.46739476919174194
-0.4878859283475663 -0.4438205063343048
-0.5119421963345872 -0.4305238723754883
-0.21373956860827548 -0.3369203805923462
-0.24434833718800064 -0.32919615507125854
-0.24545787939757702 -0.3069241940975189
-0.27760129118217947 -0.29254472255706787
-0.048153175072741305 -0.2188672125339508
-0.061761440696955106 -0.20718935132026672
-0.07088593293485701 -0.18864795565605164
-0.09820848522355163 -0.17414900660514832
0.11816895688616569 -0.10528195649385452
0.11459716488025151 -0.08880352973937988
0.09837206865125836 -0.07028960436582565
0.07565080956720749 -0.05427897721529007
0.16060800157504218 -0.019179407507181168
0.18213052571849175 -0.0005723908543586731
0.20354018732717805 0.017066746950149536
0.2255212507792521 0.03306666761636734
0.3018297754614423 0.06100942939519882
0.3581859968622325 0.07844974845647812
0.4227347208903325 0.09358822554349899
0.49122631497675684 0.10671316832304001
0.6316865928865241 0.1324753761291504
0.7087469442446945 0.14409562945365906
0.7419926948206808 0.14760425686836243
0.7362915256460383 0.14337807893753052
0.6542457632392598 0.1255010962486267
0.5826660891128768 0.10818948596715927
0.5008770499900379 0.08915618807077408
0.406528628143235 0.06868382543325424
0.2592669221412507 0.04015868902206421
0.13727344967389854 0.016977712512016296
0.024049663345010686 -0.00398574024438858
-0.05503677602359858 -0.023155193775892258
-0.10300649615385282 -0.05176956579089165
-0.16553402842333753 -0.08703503757715225
-0.27563757468828953 -0.12261325120925903
-0.3918062136785352 -0.14884266257286072
0.006281598190355453 -0.17629894614219666
-0.3976283204399351 -0.27461621165275574
-0.46533764357491236 -0.28874728083610535
-0.5253160720894812 -0.2993731200695038
-0.5874751999692194 -0.30778998136520386
-0.6183562034696024 -0.3084184229373932
-0.6439289715994505 -0.30700621008872986
-0.6688578156502558 -0.3035951852798462
