temp_rmse_c,temp_bias_c,power_rmse_w,power_bias_w,action_rmse,boptest_m_s,surrogate_m_s,ms_gap,boptest_violation_pct,surrogate_violation_pct,violation_gap_pct,boptest_energy_kwh,surrogate_energy_kwh,energy_gap_kwh,scenario,label,start_day_index,duration_days,step_sec
5.3216867131714665,-2.4688626963161253,1482.2185254117235,-654.2489616029102,1.1368059290043362,1.1993267490973678,0.16647411528087797,-1.0328526338164898,83.92857142857143,0.2976190476190476,-83.63095238095238,580.3729934447691,360.54534234619143,-219.8276510985777,peak_heat_window,Peak heat window,3,14,900
5.505005411353605,-2.390169272183954,1640.4625152751769,-737.5615856330445,1.0855023092167664,1.2192504854672668,0.09031259445917038,-1.1289378910080965,86.38392857142857,0.1488095238095238,-86.23511904761905,616.3237140587138,368.5030212860107,-247.82069277270307,typical_heat_window,Typical heat window,37,14,900
