epoch,train_loss,train_rmse_temp,val_loss,val_rmse_temp,loss_c_prior_train,loss_c_prior_val,c_zon_j_per_k,czon_lr
1,7.120775453972094,2.6679033438364663,6.969723224639893,2.6400225162506104,1.208254949839708e-05,3.7895937566645443e-05,533273.0,0.001
2,7.063358176838268,2.6573526859283447,6.926202774047852,2.631765127182007,8.641655299332783e-05,0.00015071612142492086,536546.9375,0.001
3,6.988548770095363,2.642592206145778,6.88337516784668,2.62361216545105,0.00023503447609431478,0.0003370946506038308,539821.125,0.001
4,6.984860174583666,2.642410805731109,6.841251850128174,2.615567207336426,0.0004563658448839278,0.0005955809028819203,543093.4375,0.001
5,6.9104642579049775,2.6281074032639014,6.799724578857422,2.6076104640960693,0.0007496483793312854,0.0009254528558813035,546371.3125,0.001
6,6.901586937181877,2.626556475957235,6.758840560913086,2.5997514724731445,0.0011135492699615884,0.0013252956559881568,549649.9375,0.001
7,6.851341117512096,2.6170112725460166,6.7185845375061035,2.5919885635375977,0.001546747890780821,0.001793749164789915,552929.375,0.001
8,6.810701456936923,2.609170689727321,6.6789469718933105,2.5843207836151123,0.0020480801732364025,0.0023297385778278112,556209.4375,0.001
9,6.74703819101507,2.5970716909928755,6.639912128448486,2.5767457485198975,0.0026163242150549636,0.002932078903540969,559490.1875,0.001
10,6.714741504553593,2.5907454707405786,6.601473331451416,2.569263219833374,0.0032503471328792248,0.0035994781646877527,562771.3125,0.001
11,6.670257264917547,2.582116618300929,6.563626289367676,2.561872959136963,0.00394877721555531,0.004330731928348541,566051.875,0.001
12,6.638642007654363,2.576002937374693,6.5263471603393555,2.5545713901519775,0.004710588025662935,0.005124915856868029,569333.0,0.001
13,6.594355193051425,2.5671798460411304,6.489623069763184,2.547356605529785,0.005534783838260354,0.0059807575307786465,572614.6875,0.001
14,6.544693426652388,2.5575381914774575,6.45344352722168,2.540227174758911,0.00642030013047836,0.0068975817412137985,575897.0,0.001
15,6.524418614127419,2.553458950736306,6.417794227600098,2.5331811904907227,0.007366090758957646,0.007874003611505032,579179.9375,0.001
16,6.4749751813483964,2.5439642414902197,6.382680892944336,2.5262205600738525,0.00837094686699636,0.008908916264772415,582462.1875,0.001
17,6.469026926792029,2.542565461361047,6.348118305206299,2.5193488597869873,0.009433116707386393,0.010000267066061497,585741.3125,0.001
18,6.413899696234501,2.531627163742528,6.314091205596924,2.512563705444336,0.010551189947308916,0.011146803386509418,589017.4375,0.001
19,6.371009638815215,2.5234322692408706,6.280578136444092,2.505861759185791,0.011723938454506975,0.012348128482699394,592291.625,0.001
20,6.330419771599047,2.515307144685225,6.247533321380615,2.499234437942505,0.012953510536163143,0.013604243285953999,595567.3125,0.001
21,6.299597292235403,2.50915307709665,6.214981555938721,2.492687463760376,0.014235224236141552,0.014913038350641727,598841.125,0.001
22,6.2731271079092314,2.50387844172391,6.182961463928223,2.4862289428710938,0.015568090913196405,0.016271468251943588,602108.0,0.001
23,6.226550738016765,2.4945736581628974,6.151554107666016,2.4798762798309326,0.016946677682977734,0.017673881724476814,605358.3125,0.001
24,6.196202263687596,2.4883309855605615,6.12080192565918,2.4736390113830566,0.0183697704112891,0.019116060808300972,608585.9375,0.001
25,6.15553584243312,2.479921059174971,6.090656757354736,2.467508316040039,0.019832167717995064,0.0205975454300642,611793.9375,0.001
26,6.148183923779112,2.478538433710734,6.061164379119873,2.461494207382202,0.021326473208539413,0.022113321349024773,614975.8125,0.001
27,6.1246896079092314,2.47380365747394,6.0321550369262695,2.4555625915527344,0.022865596537788708,0.023670285940170288,618148.375,0.001
28,6.083461400234338,2.4654794028311064,6.003763198852539,2.449742317199707,0.02443767993739157,0.025258386507630348,621295.3125,0.001
29,6.056652199138295,2.4599251096898858,5.975841045379639,2.4440033435821533,0.026045730619719536,0.026884282007813454,624431.625,0.001
30,5.987737381097042,2.445568084716797,5.948520660400391,2.4383738040924072,0.027685034625006443,0.028537685051560402,627540.75,0.001
31,5.989818341804273,2.4464938423850318,5.922122955322266,2.4329206943511963,0.029333225028081375,0.03019566461443901,630583.75,0.001
32,5.959694399978176,2.440093510078661,5.896074295043945,2.4275264739990234,0.03101774553457896,0.03189057856798172,633624.8125,0.001
33,5.923802043452407,2.4326154535466973,5.8705620765686035,2.4222307205200195,0.032722126579645905,0.03360903635621071,636640.6875,0.001
34,5.917734536257657,2.4312179160840586,5.845636367797852,2.417044162750244,0.03444823272752039,0.03534533083438873,639623.9375,0.001
35,5.880894863244259,2.4240135062824595,5.820992946624756,2.4119040966033936,0.0362038624783357,0.03711800277233124,642609.6875,0.001
36,5.852665987881747,2.4178546486478862,5.796926498413086,2.4068727493286133,0.037979434046781425,0.03890469670295715,645561.0,0.001
37,5.813365286046809,2.4095372214461817,5.773264408111572,2.401914358139038,0.03978214751590382,0.04071568325161934,648497.6875,0.001
38,5.793878136259137,2.405648390452067,5.750120162963867,2.3970537185668945,0.04160018536177548,0.04254032298922539,651404.0625,0.001
39,5.767256939049923,2.4000490361993965,5.727375507354736,2.392266035079956,0.04343528989138025,0.04438566416501999,654293.75,0.001
40,5.754485794992158,2.397501056844538,5.705195903778076,2.387587070465088,0.04527629403905435,0.04623613879084587,657144.3125,0.001
41,5.7375835360902725,2.393893097386216,5.6832146644592285,2.3829398155212402,0.04715025842641339,0.04812105745077133,660001.6875,0.001
42,5.710666540897254,2.3880291201851587,5.661552429199219,2.378350257873535,0.049045001579956574,0.05002869665622711,662849.5,0.001
43,5.687912218498461,2.3833242763172495,5.640304088592529,2.373838424682617,0.05096081339500167,0.05194907262921333,665674.4375,0.001
44,5.673660263870701,2.3801499569054805,5.619443893432617,2.3693997859954834,0.05288150251814813,0.05388303101062775,668478.625,0.001
